Status ID,Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,churned
WIYJAT1695,0699-NDKJM,1,Q3,3,Stayed,No,0,38,4115,,,0
CRIKIN4784,9286-BHDQG,1,Q3,4,Stayed,No,0,22,5041,,,0
IBICHP4146,0230-WEQUW,1,Q3,4,Stayed,No,0,77,5500,,,0
XPPUWK9671,2040-LDIWQ,1,Q3,5,Stayed,No,0,33,5256,,,0
KKQIJH3634,6496-JDSSB,1,Q3,4,Stayed,No,0,22,2165,,,0
TLBFQM2614,4443-EMBNA,1,Q3,3,Stayed,No,0,51,4642,,,0
ELGPEW5394,6469-MRVET,1,Q3,5,Joined,No,0,21,4160,,,0
TDHKNB9891,5961-VUSRV,1,Q3,5,Stayed,No,0,57,4451,,,0
MBPGCB2688,6778-JFCMK,1,Q3,3,Stayed,No,0,32,4806,,,0
HLHTUC2998,6341-JVQGF,1,Q3,4,Stayed,No,0,54,5643,,,0
EOLZRL3267,4811-JBUVU,1,Q3,3,Stayed,No,0,33,3233,,,0
YNJAEY7161,0945-TSONX,1,Q3,3,Stayed,No,0,30,5698,,,0
MGJNJE1942,2651-ZCBXV,1,Q3,3,Stayed,No,0,73,6370,,,0
HIGION1594,3316-UWXUY,1,Q3,4,Stayed,No,0,70,6367,,,0
PLFZTC7352,7083-MIOPC,1,Q3,4,Stayed,No,0,49,5733,,,0
UUVDCW9779,1984-GPTEH,1,Q3,4,Stayed,No,0,46,5491,,,0
BJSQAY6167,0621-JFHOL,1,Q3,3,Stayed,No,0,62,3180,,,0
IGFOND6788,9903-LYSAB,1,Q3,4,Stayed,No,0,73,4283,,,0
NQNFCN9715,9227-UAQFT,1,Q3,5,Stayed,No,0,53,4272,,,0
PWCYVB6723,7301-ABVAD,1,Q3,3,Stayed,No,0,37,4530,,,0
KDYPLL2846,6614-FHDBO,1,Q3,3,Stayed,No,0,26,4551,,,0
GJUXMK3947,7576-ASEJU,1,Q3,4,Stayed,No,0,56,5246,,,0
ZCJMQM1437,0303-UNCIP,1,Q3,4,Stayed,No,0,57,5043,,,0
YURADV6375,0959-WHOKV,1,Q3,3,Stayed,No,0,46,2887,,,0
HGLROU5457,4075-JFPGR,1,Q3,3,Stayed,No,0,68,5561,,,0
GQDDGE3864,3282-ZISZV,1,Q3,5,Stayed,No,0,71,3945,,,0
ONUSGV3431,3675-YDUPJ,1,Q3,4,Stayed,No,0,58,3768,,,0
IXVNHX2695,4111-BNXIF,1,Q3,4,Stayed,No,0,56,4478,,,0
UKVYRG4196,7017-VFHAY,1,Q3,3,Stayed,No,0,38,6090,,,0
GFKBQH4168,6655-LHBYW,1,Q3,3,Stayed,No,0,33,5068,,,0
HTMJMG7626,7605-BDWDC,1,Q3,3,Stayed,No,0,67,2539,,,0
CCVNFL6416,1950-KSVVJ,1,Q3,3,Stayed,No,0,61,4885,,,0
JHONZL3947,0123-CRBRT,1,Q3,4,Stayed,No,0,40,5152,,,0
FEEUCE7458,6292-TOSSS,1,Q3,4,Stayed,No,0,68,4297,,,0
HGMMDP5197,7014-ZZXAW,1,Q3,5,Stayed,No,0,59,5409,,,0
QOXOFP4448,7633-MVPUY,1,Q3,3,Stayed,No,0,68,4012,,,0
EJQMNV9759,8645-KWHJO,1,Q3,3,Stayed,No,0,23,4900,,,0
TANZAQ3838,4130-MZLCC,1,Q3,3,Stayed,No,0,54,2739,,,0
AKDSNW3267,0314-TKOSI,1,Q3,4,Stayed,No,0,42,5377,,,0
QMAUPX1565,8229-MYEJZ,1,Q3,4,Stayed,No,0,47,5765,,,0
BDPXJS5366,2080-SRCDE,1,Q3,3,Joined,No,0,38,4556,,,0
BTUOVA7749,9577-WJVCQ,1,Q3,3,Stayed,No,0,24,5310,,,0
THPWXJ9951,6202-DYYFX,1,Q3,4,Stayed,No,0,41,2031,,,0
CTWDXV7435,3808-HFKDE,1,Q3,4,Stayed,No,0,59,3460,,,0
GJDVPN8754,3727-OWVYD,1,Q3,3,Stayed,No,0,70,2075,,,0
QJTOND4676,2294-SALNE,1,Q3,4,Stayed,No,0,54,3200,,,0
WEXSXV7266,1563-IWQEX,1,Q3,3,Stayed,No,0,71,5715,,,0
ROTCKX1725,8203-XJZRC,1,Q3,3,Joined,No,0,57,5384,,,0
JJHIOQ4229,6556-DBKZF,1,Q3,5,Stayed,No,0,26,5841,,,0
ODLGCV8751,2985-JUUBZ,1,Q3,5,Stayed,No,0,64,3718,,,0
DGKBYJ1474,0895-LMRSF,1,Q3,4,Stayed,No,0,50,3314,,,0
UYSLWH9467,8266-VBFQL,1,Q3,3,Stayed,No,0,35,3314,,,0
AFQYLK6371,8181-YHCMF,1,Q3,4,Stayed,No,0,24,4864,,,0
FIYLPN2198,2240-HSJQD,1,Q3,5,Stayed,No,0,55,3571,,,0
GWLOXD8996,1248-DYXUB,1,Q3,5,Stayed,No,0,76,5320,,,0
PBRCTE2313,4115-BNPJY,1,Q3,5,Stayed,No,0,44,5625,,,0
JVFPHC1157,4091-TVOCN,1,Q3,3,Stayed,No,0,69,2257,,,0
FOEKMY8137,1098-TDVUQ,1,Q3,3,Joined,No,0,66,4745,,,0
BRKISB8824,7277-OZCGZ,1,Q3,3,Stayed,No,0,75,5479,,,0
AKQJBS5566,1557-EMYVT,1,Q3,4,Stayed,No,0,57,4115,,,0
JYWKOI9653,5027-YOCXN,1,Q3,3,Stayed,No,0,56,5604,,,0
NIIBLN9853,3973-SKMLN,1,Q3,3,Stayed,No,0,28,5308,,,0
BEMTQK8941,6745-JEFZB,1,Q3,4,Stayed,No,0,78,3617,,,0
ANGUGV7234,9880-TDQAC,1,Q3,4,Stayed,No,0,43,5471,,,0
TLEYRZ9894,8705-WZCYL,1,Q3,4,Joined,No,0,31,2269,,,0
IIHLAB9281,7102-JJVTX,1,Q3,3,Stayed,No,0,46,4562,,,0
QOYQNW7212,8626-PTQGE,1,Q3,3,Stayed,No,0,22,5388,,,0
OLECFX1881,4983-CLMLV,1,Q3,3,Stayed,No,0,63,4044,,,0
RHSGLV1153,9385-EHGDO,1,Q3,3,Stayed,No,0,46,4177,,,0
MTZJDX9861,9498-FIMXL,1,Q3,4,Stayed,No,0,40,5272,,,0
QDUHAS5485,2379-GYFLQ,1,Q3,4,Stayed,No,0,50,5316,,,0
DFXKHG6284,2088-IEBAU,1,Q3,3,Stayed,No,0,46,5531,,,0
RARPIN4649,7982-VCELR,1,Q3,4,Stayed,No,0,22,2807,,,0
WNLMUY6855,6885-PKOAM,1,Q3,3,Stayed,No,0,57,4487,,,0
KHHCWC2584,7520-HQWJU,1,Q3,3,Stayed,No,0,26,4172,,,0
UZTOYM5483,9639-BUJXT,1,Q3,5,Stayed,No,0,28,5997,,,0
PYIESB2226,5924-SNGKP,1,Q3,4,Stayed,No,0,25,3972,,,0
TIDEZR7869,8966-SNIZF,1,Q3,4,Stayed,No,0,57,5540,,,0
NJSWTD9656,6243-OZGFH,1,Q3,3,Stayed,No,0,65,3248,,,0
BFQGBD8977,0513-RBGPE,1,Q3,3,Stayed,No,0,66,5229,,,0
AFNDUO7894,5160-UXJED,1,Q3,4,Stayed,No,0,67,2130,,,0
UWWZHZ1774,8984-EYLLL,1,Q3,4,Stayed,No,0,72,5682,,,0
EBTORU3161,9833-TGFHX,1,Q3,3,Stayed,No,0,71,2170,,,0
YPWAER6516,9294-TDIPC,1,Q3,5,Stayed,No,0,58,5169,,,0
TITPMY4519,5229-DTFYB,1,Q3,4,Stayed,No,0,69,5584,,,0
AARWWK3686,0104-PPXDV,1,Q3,5,Stayed,No,0,30,5232,,,0
RFNNTP5941,5176-LMJXE,1,Q3,4,Stayed,No,0,53,5404,,,0
KYGRUS1992,3583-KRKMD,1,Q3,4,Stayed,No,0,62,4668,,,0
FQZAME1395,9069-LGEUL,1,Q3,4,Stayed,No,0,42,5379,,,0
HAYWJX7166,7302-ZHMHP,1,Q3,5,Joined,No,0,51,2577,,,0
MZJPLC5254,9571-EDEBV,1,Q3,5,Stayed,No,0,28,5101,,,0
MZBCGS7777,3520-FJGCV,1,Q3,3,Stayed,No,0,70,6486,,,0
BIMWMV8965,6563-VRERX,1,Q3,5,Stayed,No,0,52,5212,,,0
AIHHPE6664,6122-EFVKN,1,Q3,3,Stayed,No,0,64,5531,,,0
AJZYHN1873,2805-EDJPQ,1,Q3,4,Stayed,No,0,68,5926,,,0
STBQSY8638,6862-CQUMB,1,Q3,4,Stayed,No,0,75,2640,,,0
YEBNQB8466,7156-MXBJE,1,Q3,3,Stayed,No,0,5,2319,,,0
MCFSPV1194,6158-HDPXZ,1,Q3,4,Joined,No,0,51,4193,,,0
QNRHKY2874,2863-IMQDR,1,Q3,3,Stayed,No,0,48,6149,,,0
CMBGPJ8683,5686-CMAWK,1,Q3,5,Stayed,No,0,29,5863,,,0
TCPIKH3647,5651-CRHKQ,1,Q3,3,Stayed,No,0,62,5325,,,0
YQJSQC6226,6583-SZVGP,1,Q3,4,Stayed,No,0,76,5994,,,0
CGQKTN3557,1708-PBBOA,1,Q3,3,Stayed,No,0,62,3179,,,0
GNQRUY8236,8782-LKFPK,1,Q3,4,Stayed,No,0,63,4751,,,0
BTEOSD6719,5522-JBWMO,1,Q3,5,Joined,No,0,29,4020,,,0
YCNUKI2225,3597-MVHJT,1,Q3,4,Stayed,No,0,21,2026,,,0
BRSBHJ3733,9967-ATRFS,1,Q3,5,Stayed,No,0,21,3245,,,0
XCOZCA6672,2977-CEBSX,1,Q3,4,Stayed,No,0,74,5813,,,0
KMVVSI2281,5876-QMYLD,1,Q3,4,Stayed,No,0,9,3742,,,0
ISNCCY5617,2277-AXSDC,1,Q3,4,Stayed,No,0,46,4691,,,0
BFXLLB4546,9442-JTWDL,1,Q3,4,Stayed,No,0,48,5355,,,0
OABMFW4175,3067-SVMTC,1,Q3,3,Stayed,No,0,77,5160,,,0
OFCDEB9244,5495-GPSRW,1,Q3,5,Stayed,No,0,56,2120,,,0
KYCUEL4589,7606-BPHHN,1,Q3,3,Stayed,No,0,9,5368,,,0
IFNSVA6664,4742-DRORA,1,Q3,4,Stayed,No,0,46,4149,,,0
WVTOWJ5737,4163-NCJAK,1,Q3,4,Stayed,No,0,76,2438,,,0
FDNQQO5949,5233-AOZUF,1,Q3,5,Stayed,No,0,80,3483,,,0
SPCAMR7351,5973-EJGDP,1,Q3,5,Stayed,No,0,28,4899,,,0
WOOYXI4963,7916-VCCPB,1,Q3,3,Stayed,No,0,22,3624,,,0
IPHMCV1135,4686-GEFRM,1,Q3,3,Stayed,No,0,57,5582,,,0
PVAFJR2136,5249-QYHEX,1,Q3,5,Stayed,No,0,72,3021,,,0
SKIDCJ6196,2233-FAGXV,1,Q3,5,Stayed,No,0,20,3181,,,0
WIDOXV7772,5605-IYGFG,1,Q3,3,Stayed,No,0,51,5501,,,0
BWMDBE9123,7663-ZTEGJ,1,Q3,5,Stayed,No,0,77,3055,,,0
VYVCJN6154,3935-TBRZZ,1,Q3,3,Stayed,No,0,80,3037,,,0
OTQLHK8851,8111-BKVDS,1,Q3,5,Stayed,No,0,26,2164,,,0
CKUVYD1662,8734-DKSTZ,1,Q3,3,Stayed,No,0,20,4922,,,0
ZLDZQJ8172,4360-PNRQB,1,Q3,5,Stayed,No,0,78,4030,,,0
HJFXMR7121,6152-ONASV,1,Q3,3,Stayed,No,0,74,4620,,,0
OYATOQ6737,7781-HVGMK,1,Q3,3,Stayed,No,0,27,5092,,,0
FHWAOJ7159,2181-UAESM,1,Q3,4,Joined,No,0,25,3477,,,0
MMHHMU1197,6048-NJXHX,1,Q3,4,Stayed,No,0,53,2011,,,0
JACLVT6143,2320-SLKMB,1,Q3,4,Stayed,No,0,26,3080,,,0
TTVDMY2122,4980-URKXC,1,Q3,4,Stayed,No,0,78,5744,,,0
CBIBXW8823,4376-KFVRS,1,Q3,3,Stayed,No,0,39,4842,,,0
NOKBVI3166,5886-VLQVU,1,Q3,3,Stayed,No,0,78,4945,,,0
RALUXZ1588,3577-AMVUX,1,Q3,4,Joined,No,0,32,2962,,,0
VPDBDH7275,0771-WLCLA,1,Q3,3,Stayed,No,0,70,2683,,,0
ELADUT1934,0206-TBWLC,1,Q3,4,Stayed,No,0,67,4488,,,0
LYZQYM5753,2937-FTHUR,1,Q3,4,Stayed,No,0,37,2466,,,0
TCOBGV1395,1910-FMXJM,1,Q3,3,Stayed,No,0,35,5544,,,0
MEPUYA3977,0732-OCQOC,1,Q3,4,Stayed,No,0,42,5674,,,0
PKJZDD1925,5168-MSWXT,1,Q3,5,Stayed,No,0,44,5505,,,0
POTGLO1295,1090-ESELR,1,Q3,3,Stayed,No,0,25,5534,,,0
LOIRLZ9433,8592-PLTMQ,1,Q3,5,Stayed,No,0,32,5655,,,0
LHCWDU4648,8847-GEOOQ,1,Q3,5,Stayed,No,0,76,5359,,,0
FPKQGZ5775,4785-FCIFB,1,Q3,5,Stayed,No,0,23,4900,,,0
GQMBYV2211,8313-NDOIA,1,Q3,5,Stayed,No,0,61,5813,,,0
FBDBNX4132,5149-CUZUJ,1,Q3,3,Stayed,No,0,51,2037,,,0
ZIQIMU1843,0942-KOWSM,1,Q3,5,Stayed,No,0,46,4274,,,0
OKJYFE4854,4237-CLSMM,1,Q3,4,Joined,No,0,77,4823,,,0
USNJEQ5864,1452-VOQCH,1,Q3,3,Joined,No,0,28,4120,,,0
KNIBPQ4344,4719-UMSIY,1,Q3,5,Stayed,No,0,34,2231,,,0
UHKNGL8332,6614-VBEGU,1,Q3,5,Stayed,No,0,35,4208,,,0
GYTROH4341,2996-XAUVF,1,Q3,5,Stayed,No,0,57,5055,,,0
UUJXMK6761,5968-XQIVE,1,Q3,3,Stayed,No,0,76,6016,,,0
JNEFXH5952,8896-RAZCR,1,Q3,5,Stayed,No,0,63,2809,,,0
WSKFMB9919,1304-BCCFO,1,Q3,3,Stayed,No,0,69,4900,,,0
RQWUHD6886,4104-PVRPS,1,Q3,3,Stayed,No,0,47,2977,,,0
MZLXDX7747,4431-EDMIQ,1,Q3,3,Stayed,No,0,37,2950,,,0
AAQGMP6683,0486-LGCCH,1,Q3,3,Stayed,No,0,33,3372,,,0
JVFDWP7812,5168-MQQCA,1,Q3,4,Stayed,No,0,56,6288,,,0
WGFMXU4486,7971-HLVXI,1,Q3,5,Stayed,No,0,50,6202,,,0
NZQYEX5795,9094-AZPHK,1,Q3,3,Stayed,No,0,65,2565,,,0
LLCKWM5585,3649-JPUGY,1,Q3,3,Stayed,No,0,52,5842,,,0
KECEBX7597,4472-LVYGI,1,Q3,3,Stayed,No,0,36,2578,,,0
HIOPXS6182,3552-CTCYF,1,Q3,5,Stayed,No,0,20,4046,,,0
PIFXYZ3879,6778-YSNIH,1,Q3,5,Joined,No,0,33,5810,,,0
WCGWUV2914,6579-JPICP,1,Q3,5,Joined,No,0,46,2968,,,0
DOQCMY6247,4134-BSXLX,1,Q3,3,Stayed,No,0,76,3851,,,0
QLPLED9146,0505-SPOOW,1,Q3,4,Stayed,No,0,30,4500,,,0
IQFKYF2142,4374-YMUSQ,1,Q3,3,Stayed,No,0,22,4022,,,0
XTLBHC7368,3957-HHLMR,1,Q3,3,Stayed,No,0,20,6316,,,0
MIXENY5127,7803-XOCCZ,1,Q3,3,Stayed,No,0,48,6099,,,0
LWMHTU3542,5736-YEJAX,1,Q3,4,Stayed,No,0,28,5189,,,0
GAPDYR9965,8981-FJGLA,1,Q3,5,Stayed,No,0,23,4886,,,0
SMYDMV5727,1135-LMECX,1,Q3,5,Joined,No,0,51,4905,,,0
XVPDDG7346,8535-SFUTN,1,Q3,3,Stayed,No,0,65,4842,,,0
BRAKAV7361,8677-HDZEE,1,Q3,3,Stayed,No,0,55,4212,,,0
YMJLJL8538,2475-MROZF,1,Q3,3,Stayed,No,0,64,3597,,,0
UVTXBD1888,3482-ABPKK,1,Q3,3,Stayed,No,0,30,5271,,,0
WYSYJY7184,7531-GQHME,1,Q3,4,Stayed,No,0,56,4996,,,0
MUYIOQ5631,5174-ITUMV,1,Q3,5,Stayed,No,0,45,5666,,,0
XEYWFD6116,0913-XWSCN,1,Q3,4,Stayed,No,0,20,6411,,,0
MOCXQW7176,0750-EBAIU,1,Q3,3,Stayed,No,0,29,4770,,,0
NFKORP5743,3571-DPYUH,1,Q3,4,Stayed,No,0,49,5653,,,0
OYOQKR3989,7601-GNDYK,1,Q3,4,Stayed,No,0,20,3764,,,0
XCNXFU6373,8067-NIOYM,1,Q3,5,Stayed,No,0,46,4368,,,0
OITTVH7382,1403-GYAFU,1,Q3,3,Stayed,No,0,64,4485,,,0
QNQMLQ1646,4234-XTNEA,1,Q3,5,Joined,No,0,44,5213,,,0
ZQQFLA7873,5348-CAGXB,1,Q3,4,Stayed,No,0,79,2325,,,0
RGDCWA7389,0621-HJWXJ,1,Q3,4,Stayed,No,0,41,4980,,,0
EXZARW6188,5844-QVTAT,1,Q3,4,Stayed,No,0,21,4276,,,0
CGFSOY1554,8905-IAZPF,1,Q3,3,Stayed,No,0,45,5251,,,0
UTYCMM4892,5394-MEITZ,1,Q3,5,Stayed,No,0,52,5667,,,0
ALPPTZ6687,6859-QNXIQ,1,Q3,3,Stayed,No,0,23,5308,,,0
ECYIBB8629,2782-LFZVW,1,Q3,4,Stayed,No,0,21,3880,,,0
ZYWNZY7426,2866-IKBTM,1,Q3,4,Joined,No,0,80,3968,,,0
HDCJVV3597,7129-AZJDE,1,Q3,3,Stayed,No,0,43,2074,,,0
GRBIRU6145,2560-PPCHE,1,Q3,5,Stayed,No,0,73,5742,,,0
YPYHJL7835,8138-EALND,1,Q3,5,Stayed,No,0,29,4123,,,0
BJSXNJ6851,3580-HYCSP,1,Q3,3,Stayed,No,0,73,5780,,,0
KBVXWC9866,1352-HNSAW,1,Q3,3,Stayed,No,0,65,5633,,,0
BQNANB3937,2075-PUEPR,1,Q3,3,Stayed,No,0,49,5248,,,0
BIIJOF3978,1982-FEBTD,1,Q3,5,Stayed,No,0,78,5939,,,0
XKHGEM8499,5791-KAJFD,1,Q3,3,Stayed,No,0,64,6198,,,0
FVUXFY1553,2654-VBVPB,1,Q3,5,Joined,No,0,49,2010,,,0
LNZNYP1273,1154-HYWWO,1,Q3,3,Stayed,No,0,67,4993,,,0
NRKFSY1687,2501-XWWTZ,1,Q3,5,Stayed,No,0,34,2535,,,0
MITJNX3126,3716-UVSPD,1,Q3,3,Joined,No,0,45,4209,,,0
VLWUKD3724,6815-ABQFQ,1,Q3,3,Stayed,No,0,70,5800,,,0
TOXBQG6344,7343-EOBEU,1,Q3,5,Joined,No,0,27,5587,,,0
YVAQWZ8895,3701-SFMUH,1,Q3,3,Stayed,No,0,50,4326,,,0
UBWFAR8549,6103-LIANB,1,Q3,4,Stayed,No,0,35,4583,,,0
TLDDWW7163,7319-VENRZ,1,Q3,4,Stayed,No,0,40,4010,,,0
VJJSQJ3277,5846-NEQVZ,1,Q3,4,Stayed,No,0,25,5328,,,0
KXGVDD3934,6967-QIQRV,1,Q3,3,Stayed,No,0,28,3707,,,0
XZIUFO3116,5781-RFZRP,1,Q3,3,Stayed,No,0,31,5431,,,0
RDUTIR9545,0308-IVGOK,1,Q3,5,Stayed,No,0,62,2133,,,0
ZFCHEK6267,7293-LSCDV,1,Q3,4,Stayed,No,0,52,6134,,,0
JXAOSU6367,5756-JYOJT,1,Q3,3,Stayed,No,0,49,3206,,,0
EBZDSF4129,9548-LIGTA,1,Q3,3,Stayed,No,0,20,4072,,,0
DODDOT8842,5150-LJNSR,1,Q3,4,Stayed,No,0,80,4524,,,0
XYEDVZ5791,8270-RKSAP,1,Q3,3,Stayed,No,0,37,3198,,,0
FPNGYV3543,2640-LYMOV,1,Q3,4,Joined,No,0,65,3007,,,0
LRFXSZ1498,1423-BMPBQ,1,Q3,4,Joined,No,0,44,2400,,,0
BZGPSR7775,2393-DIVAI,1,Q3,3,Joined,No,0,21,5575,,,0
HKNIQT4262,4568-KNYWR,1,Q3,4,Stayed,No,0,43,6471,,,0
TKRBGO8833,8752-IMQOS,1,Q3,3,Stayed,No,0,42,2894,,,0
OTPYWB3158,0742-LAFQK,1,Q3,3,Stayed,No,0,46,5152,,,0
IUHCSE8891,0795-LAFGP,1,Q3,3,Stayed,No,0,40,5633,,,0
YIEFMZ8718,0619-OLYUR,1,Q3,3,Stayed,No,0,80,6437,,,0
RGWMVW7411,5512-IDZEI,1,Q3,5,Stayed,No,0,41,2026,,,0
XUZNVR9397,0459-SPZHJ,1,Q3,4,Stayed,No,0,75,4652,,,0
YBGLSD1269,0215-BQKGS,1,Q3,4,Stayed,No,0,66,5393,,,0
XPLKJZ7356,9244-ZVAPM,1,Q3,3,Joined,No,0,50,2352,,,0
OTCXKC9746,8208-EUMTE,1,Q3,4,Stayed,No,0,40,2136,,,0
ORWRHP2364,5172-MIGPM,1,Q3,4,Stayed,No,0,46,5707,,,0
YYDMWV1263,1710-RCXUS,1,Q3,3,Stayed,No,0,26,4965,,,0
NHJMXS3168,0374-FIUCA,1,Q3,3,Stayed,No,0,80,5368,,,0
OABLVO4734,5839-SUYVZ,1,Q3,3,Stayed,No,0,70,2893,,,0
KXSUWL4469,5173-ZXXXL,1,Q3,4,Joined,No,0,61,3488,,,0
HPTRCZ1266,1096-ADRUX,1,Q3,3,Stayed,No,0,45,4395,,,0
MIQTRJ1178,2001-MCUUW,1,Q3,4,Stayed,No,0,25,4210,,,0
GQXWEZ1569,2731-GJRDG,1,Q3,3,Stayed,No,0,72,5076,,,0
LAXNNT5657,4723-BEGSG,1,Q3,3,Stayed,No,0,61,5483,,,0
TOFNKO8259,6516-NKQBO,1,Q3,4,Stayed,No,0,75,3067,,,0
SNSQVB9918,8672-OAUPW,1,Q3,4,Stayed,No,0,56,4138,,,0
QMDNKQ6773,8207-DMRVL,1,Q3,3,Stayed,No,0,51,6158,,,0
WQTSMQ6984,2804-ETQDK,1,Q3,4,Stayed,No,0,74,4101,,,0
HYEHNH3741,7138-GIRSH,1,Q3,5,Stayed,No,0,76,4145,,,0
NATNBR4232,9396-ZSFLL,1,Q3,4,Stayed,No,0,78,3762,,,0
FHBFPV3844,6464-KEXXH,1,Q3,3,Stayed,No,0,33,2372,,,0
UPUURW6962,5240-CAOYT,1,Q3,3,Stayed,No,0,43,4882,,,0
EMPZTI3334,4059-IIEBK,1,Q3,3,Stayed,No,0,61,4025,,,0
EKJDNO4531,0516-UXRMT,1,Q3,3,Stayed,No,0,71,5801,,,0
YSMARX9297,4851-BQDNX,1,Q3,4,Stayed,No,0,50,5904,,,0
GEVTWH1672,5148-HKFIR,1,Q3,5,Stayed,No,0,76,4404,,,0
BFDGKB4744,3003-CMDUU,1,Q3,3,Stayed,No,0,52,3273,,,0
ODKTXG7927,5016-IBERQ,1,Q3,4,Stayed,No,0,33,2781,,,0
THXPJB8293,9931-KGHOA,1,Q3,3,Stayed,No,0,40,5928,,,0
BYZEQC6373,1775-KWJKQ,1,Q3,4,Stayed,No,0,50,6046,,,0
HHOSUS7289,7665-VIGUD,1,Q3,5,Stayed,No,0,38,4745,,,0
EWRVIB6156,9411-TPQQV,1,Q3,3,Stayed,No,0,74,3533,,,0
HLAHJS4266,7954-MLBUN,1,Q3,5,Stayed,No,0,64,2021,,,0
LCDYKH9929,2077-DDHJK,1,Q3,4,Stayed,No,0,50,4114,,,0
HBGPCL5191,9574-BOSMD,1,Q3,4,Stayed,No,0,72,5668,,,0
LCWCCQ1332,8404-VLQFB,1,Q3,3,Stayed,No,0,59,4667,,,0
YERVIG1391,2391-IPLOP,1,Q3,4,Stayed,No,0,27,4706,,,0
CZGVLC5351,5845-BZZIB,1,Q3,3,Stayed,No,0,65,4517,,,0
ECCMKG1714,1140-UKVZG,1,Q3,5,Stayed,No,0,66,5208,,,0
XWKNIJ9175,5183-SNMJQ,1,Q3,3,Stayed,No,0,33,5787,,,0
DTNOAU8548,8100-PNJMH,1,Q3,4,Stayed,No,0,42,5228,,,0
LPTGKI8194,7838-LAZFO,1,Q3,4,Stayed,No,0,37,4192,,,0
WFRVBG1198,2085-JVGAD,1,Q3,4,Stayed,No,0,24,3078,,,0
BOFLEO6554,8095-WANWK,1,Q3,5,Stayed,No,0,38,5369,,,0
WWXTQL6683,3030-ZKIWL,1,Q3,5,Joined,No,0,21,2798,,,0
QQWHNV4762,9565-FLVCG,1,Q3,3,Stayed,No,0,74,5420,,,0
AHWYUT5644,8755-OGKNA,1,Q3,3,Stayed,No,0,45,5864,,,0
RWJAXA9423,2800-VEQXM,1,Q3,3,Joined,No,0,21,3319,,,0
WJDXKG9792,5533-RJFTJ,1,Q3,4,Stayed,No,0,42,5214,,,0
TPPBXM3362,0214-JHPFW,1,Q3,4,Stayed,No,0,42,5640,,,0
MJPIAH3481,5642-MHDQT,1,Q3,3,Stayed,No,0,42,4836,,,0
EQBNFJ4397,3088-FVYWK,1,Q3,3,Stayed,No,0,46,5794,,,0
MOVLUX9413,9092-GDZKO,1,Q3,4,Stayed,No,0,51,3534,,,0
SYECSY7599,2324-AALNO,1,Q3,5,Stayed,No,0,41,5517,,,0
EGRTDA2248,5760-IFJOZ,1,Q3,4,Joined,No,0,77,3449,,,0
FSQOVO3528,2826-UWHIS,1,Q3,5,Stayed,No,0,55,5602,,,0
PLUPAR9353,7501-IWUNG,1,Q3,4,Stayed,No,0,58,6301,,,0
LXDWSJ5228,4957-TREIR,1,Q3,4,Joined,No,0,20,5645,,,0
BGKFXP6459,8040-MNRTF,1,Q3,5,Joined,No,0,64,3029,,,0
VQDHCC4255,1536-HBSWP,1,Q3,3,Joined,No,0,56,4667,,,0
PYVMQG3848,5313-FPXWG,1,Q3,5,Stayed,No,0,75,4886,,,0
VQHOTF9569,0946-FKYTX,1,Q3,3,Stayed,No,0,51,6290,,,0
FGRRHF2876,5076-YVXCM,1,Q3,5,Stayed,No,0,65,4191,,,0
PUACTE3172,8262-COGGB,1,Q3,3,Joined,No,0,48,5384,,,0
GUYLAT5549,6663-JOCQO,1,Q3,3,Stayed,No,0,43,4258,,,0
FZZGPA4867,9620-QJREV,1,Q3,5,Stayed,No,0,56,3313,,,0
GTYPOZ6916,2480-JZOSN,1,Q3,4,Joined,No,0,59,4517,,,0
QABNDF1815,0078-XZMHT,1,Q3,3,Stayed,No,0,76,6322,,,0
MKHMWE6721,8338-QIUNR,1,Q3,3,Stayed,No,0,49,4397,,,0
FTTSRA7761,1525-LNLOJ,1,Q3,5,Stayed,No,0,60,4186,,,0
OQXVZE7174,9450-TRJUU,1,Q3,4,Stayed,No,0,65,2332,,,0
IGTQHI6732,1766-GKNMI,1,Q3,3,Stayed,No,0,69,4388,,,0
JEMZBP4999,6942-LBFDP,1,Q3,3,Joined,No,0,25,5629,,,0
IVHNXQ6218,1456-TWCGB,1,Q3,3,Stayed,No,0,37,3272,,,0
DNKGUQ9355,7596-ZYWBB,1,Q3,4,Stayed,No,0,75,4372,,,0
KWSIEB3553,3014-WJKSM,1,Q3,4,Stayed,No,0,40,4910,,,0
IYAVHK6872,3347-YJZZE,1,Q3,4,Stayed,No,0,70,4558,,,0
ZGSTCM8417,7929-DMBCV,1,Q3,3,Stayed,No,0,22,4741,,,0
WJSCLE3286,9661-JALZV,1,Q3,4,Stayed,No,0,54,5138,,,0
SXHOIQ1648,5433-KYGHE,1,Q3,3,Stayed,No,0,33,5494,,,0
QGZQYW3816,4312-KFRXN,1,Q3,3,Stayed,No,0,30,5512,,,0
KQLZLX4546,5575-TPIZQ,1,Q3,3,Stayed,No,0,43,5593,,,0
JXPAUJ4977,0114-IGABW,1,Q3,5,Stayed,No,0,76,5224,,,0
PBROVX4165,9944-AEXBM,1,Q3,3,Stayed,No,0,26,2383,,,0
