customer_id,has_partner,has_dependents
8232-UTFOZ,No,No
3750-YHRYO,Yes,Yes
6637-KYRCV,Yes,Yes
5668-MEISB,Yes,Yes
0129-QMPDR,Yes,Yes
7188-CBBBA,No,No
5356-CSVSQ,No,No
3221-CJMSG,No,No
4720-VSTSI,No,No
3219-JQRSL,Yes,No
2801-NISEI,No,No
3946-MHCZW,No,No
4623-ZKHLY,Yes,No
6732-VAILE,Yes,Yes
8201-AAXCB,Yes,Yes
7696-CFTAT,Yes,Yes
1845-CSBRZ,Yes,Yes
2123-VSCOT,Yes,Yes
6651-AZVTJ,Yes,Yes
4566-GOLUK,Yes,Yes
2484-DGXPZ,Yes,Yes
2018-QKYGT,Yes,Yes
2792-VPPET,No,No
7409-JURKQ,Yes,No
3247-MHJKM,No,No
1964-SVLEA,No,No
4587-NUKOX,No,No
7297-DVYGA,No,No
2239-CGBUZ,Yes,No
0854-UYHZD,Yes,Yes
7243-LCGGZ,No,No
8267-KFGYD,No,Yes
4890-VMUAV,No,No
9261-WDCAF,No,No
3764-MNMOI,No,No
7442-YGZFK,No,No
0420-BWTPW,No,Yes
8229-BUJHX,Yes,Yes
7449-HVPIV,Yes,Yes
5504-WSIUR,No,No
8183-ONMXC,No,No
8466-PZBLH,Yes,Yes
9614-RMGHA,Yes,No
8735-IJJEG,Yes,No
0564-MUUQK,Yes,Yes
5054-IEXZT,No,Yes
5834-ASPWA,No,No
0701-RFGFI,Yes,Yes
0019-EFAEP,No,No
5619-PTMIK,Yes,No
3737-XBQDD,No,No
5882-CMAZQ,Yes,Yes
5846-QFDFI,Yes,Yes
4445-KWOKW,No,No
3511-APPBJ,No,No
7967-HYCDE,No,No
2430-RRYUW,No,No
3948-XHGNA,No,No
3723-BFBGR,No,No
0565-IYCGT,No,No
5447-WZAFP,No,No
5110-CHOPY,No,No
5445-UTODQ,Yes,No
4425-OWHWB,No,No
7892-QVYKW,Yes,Yes
9675-ICXCT,Yes,Yes
1024-VRZHF,Yes,No
4703-MQYKT,No,No
9497-QCMMS,No,No
5692-ICXLW,No,No
0602-DDUML,No,No
2208-MPXIO,Yes,Yes
1960-UYCNN,No,No
0348-SDKOL,Yes,No
3190-FZATL,No,Yes
7336-RLLRH,Yes,No
4373-MAVJG,Yes,Yes
8901-HJXTF,Yes,Yes
7710-JSYOA,Yes,Yes
5419-KLXBN,Yes,Yes
3424-NMNBO,Yes,No
9885-MFVSU,Yes,Yes
4514-GFCFI,No,No
0607-MVMGC,Yes,Yes
3365-SAIGS,No,No
9828-AOQLM,Yes,Yes
8022-BECSI,No,No
8000-REIQB,No,No
9993-LHIEB,Yes,Yes
0266-CLZKZ,Yes,Yes
7615-ESMYF,Yes,No
3858-VOBET,No,No
7020-OZKXZ,No,No
3977-QCRSL,No,No
0017-DINOC,No,No
1447-PJGGA,No,No
8565-CLBZW,No,No
9139-WQQDY,Yes,Yes
0224-HJAPT,No,No
8086-OVPWV,No,No
9430-FRQOC,No,Yes
7639-OPLNG,Yes,Yes
3074-GQWYX,No,No
1492-QGCLU,Yes,Yes
6845-RGTYS,Yes,No
7328-OWMOM,No,Yes
4418-LZMSV,Yes,Yes
5155-AZQPB,Yes,Yes
8861-HGGKB,No,No
1087-GRUYI,Yes,No
7065-YUNRY,No,No
7694-VLBWQ,Yes,No
2546-KZAAT,Yes,No
0181-RITDD,Yes,Yes
5989-PGKJB,No,No
4795-KTRTH,Yes,No
8272-ONJLV,No,No
1488-PBLJN,Yes,Yes
0308-GIQJT,No,No
3778-FOAQW,Yes,No
4452-ROHMO,No,No
6481-OGDOO,Yes,No
3090-LETTY,No,Yes
5349-AZPEW,Yes,Yes
3753-TSEMP,Yes,No
8305-VHZBZ,No,No
9720-JJJOR,Yes,Yes
8100-HZZLJ,No,Yes
8775-ERLNB,Yes,No
8309-IEYJD,No,No
9172-JITSM,Yes,Yes
6298-QDFNH,No,No
7398-HPYZQ,Yes,No
3546-GHEAE,No,No
7361-YPXFS,No,No
6557-BZXLQ,No,No
2550-QHZGP,No,No
7519-JTWQH,No,No
2538-OIMXF,No,Yes
8543-MSDMF,No,No
9961-JBNMK,No,No
1170-SASML,Yes,No
4872-JCVCA,Yes,No
5346-BZCHP,Yes,Yes
2038-LLMLM,No,No
6173-ITPWD,Yes,No
9734-UYXQI,No,No
1216-BGTSP,No,No
4138-NAXED,No,No
2189-UXTKY,Yes,No
0744-BIKKF,No,No
7483-IQWIB,Yes,Yes
5248-KWLAR,Yes,Yes
4958-GZWIY,Yes,Yes
7996-MHXLW,No,No
7833-PKIHD,Yes,Yes
7061-OVMIM,Yes,Yes
5153-RTHKF,No,No
1852-QSWCD,Yes,Yes
4832-VRBMR,Yes,No
9079-LWTFD,No,No
6356-ELRKD,No,No
8624-GIOUT,No,No
3392-EHMNK,Yes,Yes
5986-WWXDV,No,Yes
3061-BCKYI,No,No
6179-GJPSO,No,No
7901-TBKJX,No,No
7228-PAQPD,No,No
3177-LASXD,No,No
7746-QYVCO,Yes,Yes
5804-HYIEZ,Yes,Yes
9919-FZDED,Yes,No
5934-TSSAU,Yes,Yes
3486-KHMLI,No,Yes
4897-QSUYC,No,No
1084-UQCHV,No,Yes
8290-YWKHZ,Yes,No
2955-BJZHG,Yes,Yes
3806-DXQOM,No,No
6784-XYJAE,No,No
3933-DQPWX,No,No
6661-EIPZC,Yes,Yes
8957-THMOA,No,Yes
2251-PYLPB,Yes,No
5555-RNPGT,No,Yes
1057-FOGLZ,No,No
9300-RENDD,No,No
0761-AETCS,No,No
8087-LGYHQ,No,No
4137-BTIKL,No,No
2190-BCXEC,Yes,No
6227-FBDXH,Yes,No
2153-MREFK,Yes,No
2911-WDXMV,No,Yes
7206-PQBBZ,Yes,No
3106-ULWFW,Yes,No
0925-VYDLG,No,No
4547-FZJWE,Yes,Yes
7422-WNBTY,Yes,No
0842-IWYCP,No,No
3521-HTQTV,No,No
3744-ZBHON,No,No
3373-DIUUN,Yes,Yes
8383-SGHJU,No,No
7607-QKKTJ,Yes,Yes
7707-PYBBH,No,No
8984-HPEMB,No,No
4349-GFQHK,No,No
4139-DETXS,Yes,Yes
9779-DPNEJ,Yes,Yes
9805-FILKB,Yes,Yes
5793-YOLJN,Yes,Yes
0673-IGUQO,No,No
4123-FCVCB,No,No
8819-IMISP,No,No
7802-EFKNY,Yes,No
8311-UEUAB,Yes,Yes
5858-EAFCZ,No,No
8035-BUYVG,Yes,No
1163-ONYEY,Yes,Yes
9787-XVQIU,No,No
8945-MUQUF,No,No
5656-MJEFC,Yes,Yes
6082-OQFBA,Yes,Yes
8051-HJRLT,No,No
8974-OVACP,No,No
4010-YLMVT,No,No
1379-FRVEB,No,Yes
8612-GXIDD,Yes,Yes
6288-CHQJB,Yes,Yes
8160-HOWOX,No,No
3023-GFLBR,Yes,Yes
6648-INWPS,Yes,Yes
4223-BKEOR,No,Yes
4079-VTGLK,Yes,No
1763-WQFUK,No,No
1391-UBDAR,No,No
8894-JVDCV,No,No
2023-VQFDL,No,No
1345-GKDZZ,No,Yes
2014-MKGMH,No,No
5628-FCGYG,No,No
2560-WBWXF,No,No
0248-IPDFW,No,No
7978-DKUQH,Yes,No
4335-UPJSI,No,Yes
0524-IAVZO,Yes,No
2737-YNGYW,No,No
1784-EZDKJ,Yes,No
9297-FVVDH,Yes,Yes
8007-YYPWD,No,No
7101-HRBLJ,Yes,Yes
5159-YFPKQ,No,No
6635-CPNUN,Yes,No
4021-RQSNY,Yes,No
5453-YBTWV,Yes,Yes
5039-LZRQT,No,No
2931-VUVJN,Yes,No
9061-TIHDA,Yes,No
8699-ASUFO,Yes,No
6418-PIQSP,Yes,No
8220-OCUFY,No,No
3995-WFCSM,No,No
1895-QTKDO,No,No
2038-OEQZH,No,No
1178-PZGAB,No,No
7927-AUXBZ,No,No
2626-VEEWG,Yes,Yes
2878-RMWXY,Yes,No
1657-DYMBM,Yes,No
7311-MQJCH,No,No
7375-WMVMT,Yes,No
1136-XGEQU,Yes,Yes
2530-FMFXO,Yes,Yes
6844-DZKRF,No,No
4695-WJZUE,No,No
7619-ODSGN,Yes,Yes
5970-GHJAW,Yes,Yes
8879-XUAHX,Yes,No
3689-MOZGR,No,No
4195-PNGZS,Yes,Yes
5003-XZWWO,Yes,No
3988-RQIXO,No,No
7622-FWGEW,Yes,No
6922-NCEDI,No,Yes
2514-GINMM,No,No
9891-NQDBD,Yes,No
6131-IUNXN,Yes,Yes
8548-AWOFC,Yes,No
9798-DRYDS,Yes,Yes
8532-UEFWH,Yes,Yes
6296-DDOOR,No,No
7951-VRDVK,No,No
5931-FLJJF,Yes,No
4815-YOSUK,Yes,Yes
2659-VXMWZ,Yes,Yes
0380-NEAVX,No,No
3207-OYBWH,Yes,No
4285-GYRQC,Yes,No
7216-EWTRS,Yes,No
4365-MSDYN,Yes,No
7036-TYDEC,No,No
5802-ADBRC,Yes,No
8076-FEZKJ,No,No
5197-YPYBZ,Yes,Yes
8337-MSSXB,No,No
4312-GVYNH,Yes,No
8495-LJDFO,No,No
0839-JTCUD,Yes,Yes
5494-WOZRZ,Yes,Yes
1302-UHBDD,No,No
2234-EOFPT,Yes,No
8619-IJNDK,Yes,Yes
8378-LKJAF,Yes,Yes
8182-BJDSI,No,No
2528-HFYZX,Yes,No
1153-GNOLC,No,No
3298-QEICA,Yes,Yes
0788-DXBFY,Yes,Yes
3597-YASZG,Yes,No
3496-LFSZU,Yes,No
5242-UOWHD,Yes,Yes
2482-CZGBB,No,No
6479-SZPLM,Yes,Yes
8097-VBQTZ,No,No
4500-HKANN,Yes,Yes
9917-KWRBE,Yes,Yes
3420-ZDBMA,No,No
2212-LYASK,Yes,Yes
1393-IMKZG,No,No
8069-RHUXK,Yes,Yes
3398-GCPMU,Yes,Yes
2908-WGAXL,Yes,Yes
3378-AJRAO,Yes,Yes
1013-QCWAM,Yes,No
0866-QLSIR,No,No
6050-FFXES,Yes,No
7181-BQYBV,Yes,Yes
0362-RAOQO,No,No
9554-DFKIC,Yes,Yes
5527-ACHSO,No,No
0829-DDVLK,No,No
1399-UBQIU,No,No
1813-JLKWR,Yes,Yes
0336-PIKEI,Yes,No
7322-OCWHC,Yes,No
9537-VHDTA,No,Yes
4957-TIALW,No,Yes
2054-PJOCK,No,No
9150-HEPMB,No,No
9030-QGZNL,No,No
6204-IEUXJ,No,No
3126-WQMGH,Yes,No
4529-CKBCL,No,No
2506-CLAKW,No,No
7176-WRTNX,No,No
1583-IHQZE,No,No
5732-IKGQH,Yes,No
9239-GZHZE,Yes,No
7205-BAIAD,No,No
0151-ONTOV,No,No
4140-MUHUG,No,No
0093-EXYQL,No,No
8064-RAVOH,No,Yes
0219-QAERP,Yes,No
0320-JDNQG,Yes,Yes
7180-PISOG,Yes,Yes
9168-INPSZ,Yes,No
3571-RFHAR,No,No
0015-UOCOJ,No,No
5334-AFQJB,No,No
2754-SDJRD,No,No
9578-VRMNM,No,No
1587-FKLZB,Yes,Yes
6140-QNRQQ,No,No
8963-JLGJT,No,Yes
4307-KTUMW,Yes,No
1465-LNTLJ,Yes,No
5440-FLBQG,Yes,No
2135-DQWAQ,No,No
4056-QHXHZ,Yes,Yes
7470-MCQTK,Yes,No
7488-MXJIV,No,No
7401-JIXNM,Yes,Yes
9339-FIIJL,Yes,No
2027-FECZV,No,No
2672-DZUOY,No,No
4706-DGAHW,No,No
3870-MQAMG,Yes,No
6670-MFRPK,Yes,Yes
6177-PEVRA,No,No
4800-CZMPC,Yes,Yes
4813-HQMGZ,Yes,No
7579-KKLOE,Yes,Yes
7377-DMMRI,No,No
8402-EIVQS,Yes,No
4947-DSMXK,Yes,Yes
7245-NIIWQ,No,No
0002-ORFBO,Yes,Yes
3324-OIRTO,Yes,Yes
5414-OFQCB,No,No
4967-WPNCF,No,No
8552-OBVRU,Yes,Yes
8499-BRXTD,No,No
9154-QDGTH,Yes,Yes
8197-BFWVU,Yes,Yes
2577-GVSIL,Yes,Yes
9367-OIUXP,No,No
6770-UAYGJ,Yes,Yes
6463-HHXJR,Yes,Yes
7928-VJYAB,Yes,Yes
1187-WILMM,Yes,Yes
9776-OJUZI,No,No
1306-RPWXZ,No,Yes
8949-JTMAY,No,No
2774-LVQUS,Yes,No
3097-PYWXL,Yes,Yes
2266-SJNAT,Yes,No
0869-PAPRP,Yes,No
4238-JSSWH,Yes,No
2972-YDYUW,No,No
1104-FEJAM,Yes,Yes
2809-ILCYT,Yes,No
5499-ECUTN,Yes,No
4981-FLTMF,Yes,Yes
9121-PHQSR,Yes,No
3113-IWHLC,No,No
3211-ILJTT,Yes,No
4612-THJBS,No,No
4277-BWBML,Yes,Yes
4094-NSEDU,No,No
0234-TEVTT,Yes,Yes
4304-TSPVK,Yes,No
1552-AAGRX,No,No
2637-FKFSY,Yes,No
9796-MVYXX,No,No
7874-ECPQJ,No,Yes
0020-INWCK,Yes,Yes
7089-RKVSZ,Yes,Yes
2683-JXWQQ,Yes,Yes
9548-ZMVTX,Yes,Yes
8739-XNIKG,No,No
9755-JHNMN,No,No
3981-QSVQI,No,No
2789-HQBOU,No,No
9424-CMPOG,Yes,Yes
5067-WJEUN,Yes,Yes
3450-WXOAT,No,No
9251-WNSOD,Yes,No
6974-DAFLI,Yes,No
2616-UUTFK,Yes,No
7064-JHXCE,Yes,Yes
5103-MHMHY,No,Yes
7989-AWGEH,Yes,Yes
4373-VVHQL,No,No
4559-UWIHT,Yes,No
7268-IGMFD,No,No
1846-XWOQN,No,No
0235-KGSLC,No,No
6650-BWFRT,Yes,No
9570-KYEUA,No,No
6993-YGFJV,Yes,No
2712-SYWAY,No,No
0730-BGQGF,Yes,Yes
5498-IBWPI,Yes,Yes
9101-NTIXF,No,No
0013-SMEOE,Yes,No
9314-QDMDW,No,No
9308-ANMVE,No,Yes
2884-GBPFB,Yes,No
3757-NJYBX,Yes,No
3413-DHLPB,Yes,Yes
7649-PHJVR,No,No
6114-TCFID,No,No
3787-TRIAL,Yes,Yes
2573-GYRUU,Yes,No
5156-UMKOW,No,Yes
1247-QBVSH,Yes,Yes
6734-GMPVK,No,No
9822-OAOVB,No,No
6161-ERDGD,Yes,Yes
1226-JZNKR,Yes,Yes
7318-EIVKO,No,No
3771-PZOBW,No,No
5136-KCKGI,Yes,Yes
8231-BSWXX,No,No
6486-LHTMA,Yes,No
4083-BFNYK,Yes,No
3722-WPXTK,No,No
7389-KBFIT,Yes,Yes
7176-WIONM,Yes,No
5141-ZUVBH,No,Yes
1089-HDMKP,No,Yes
7623-HKYRK,No,Yes
0310-SUCIN,Yes,No
5197-PYEPU,Yes,Yes
2929-ERCFZ,Yes,Yes
7548-SEPYI,No,No
8835-VSDSE,Yes,No
6619-RPLQZ,Yes,Yes
3275-RHRNE,Yes,Yes
3503-TYDAY,Yes,No
6901-GOGZG,No,Yes
1623-NLDOT,Yes,No
7021-XSNYE,Yes,Yes
9621-OUPYD,Yes,No
9898-KZQDZ,Yes,Yes
8982-NHAVY,No,No
4307-KWMXE,No,No
0141-YEAYS,No,No
2450-ZKEED,No,No
3694-DELSO,Yes,Yes
3893-JRNFS,No,No
9603-OAIHC,No,No
1133-KXCGE,No,No
5236-PERKL,No,No
0142-GVYSN,No,No
1049-FYSYG,Yes,No
7854-FOKSF,No,No
2519-FAKOD,No,Yes
8406-LNMHF,Yes,No
1821-BUCWY,No,No
8263-JQAIK,No,No
0023-UYUPN,Yes,No
8314-DPQHL,No,No
1465-WCZVT,Yes,Yes
9481-SFCQY,No,Yes
6360-SVNWV,No,No
0567-GGCAC,No,No
7089-IVVAZ,No,No
8884-MRNSU,Yes,Yes
2171-UDMFD,Yes,Yes
9050-IKDZA,No,No
2205-YMZZJ,No,No
9802-CAQUT,Yes,Yes
1254-IZEYF,No,No
0187-WZNAB,Yes,Yes
9492-TOKRI,No,No
1475-VWVDO,No,No
9221-OTIVJ,No,No
1357-MVDOZ,Yes,Yes
7602-MVRMB,Yes,Yes
3325-FUYCG,Yes,Yes
5908-QMGOE,No,No
1197-BVMVG,No,No
5406-KGRMX,No,No
8481-YYXWG,No,No
5968-HYJRZ,Yes,Yes
5198-EFNBM,Yes,No
7516-GMHUV,Yes,No
7140-ADSMJ,No,No
2230-XTUWL,Yes,Yes
7706-YLMQA,No,No
2585-KTFRE,No,Yes
7994-UYIVZ,Yes,No
2609-IAICY,No,No
1740-CSDJP,No,No
7717-BICXI,Yes,Yes
6559-RAKOZ,Yes,Yes
2636-OHFMN,Yes,No
4716-MRVEN,No,No
2143-LJULT,Yes,No
1323-OOEPC,Yes,No
3200-MNQTF,Yes,No
6164-HXUGH,Yes,Yes
5630-IXDXV,No,No
0320-DWVTU,No,No
9135-MGVPY,Yes,No
1212-GLHMD,No,No
7878-JGDKK,No,No
1088-AUUZZ,Yes,Yes
0397-GZBBC,Yes,No
6614-YWYSC,Yes,No
9588-OZDMQ,Yes,No
7641-EUYET,Yes,Yes
6476-EPYZR,Yes,Yes
9921-ZVRHG,No,No
1174-FGIFN,Yes,Yes
6620-HVDUJ,No,No
4701-MLJPN,No,No
1032-MAELW,Yes,Yes
7641-TQFHN,No,Yes
1552-TKMXS,Yes,No
9206-GVPEQ,Yes,No
8622-ZLFKO,Yes,No
1596-BBVTG,No,No
6188-UXBBR,Yes,No
2333-KWEWW,No,No
5702-SKUOB,Yes,No
1134-YWTYF,Yes,No
6061-GWWAV,No,Yes
0679-TDGAK,Yes,Yes
6585-WCEWR,Yes,Yes
9067-YGSCA,No,No
9067-SQTNS,Yes,Yes
8433-WXGNA,No,No
1776-SPBWV,Yes,Yes
8735-SDUFN,Yes,No
9668-PUGNU,Yes,No
9405-GPBBG,No,No
1926-QUZNN,Yes,No
3707-GNWHM,No,No
7016-NVRIC,Yes,No
5829-NVSQN,Yes,No
9565-AXSMR,Yes,Yes
8922-LIEGH,No,No
8869-LIHMK,No,No
8245-UMPYT,No,No
5186-SAMNZ,No,No
0447-RXSGD,No,No
4927-WWOOZ,Yes,No
5788-YPOEG,Yes,Yes
5373-SFODM,Yes,No
0661-KBKPA,Yes,Yes
9081-WWXKP,Yes,Yes
0784-ZQJZX,No,Yes
3133-PZNSR,Yes,Yes
5766-ZJYBB,No,No
8931-GJJIQ,No,No
4277-PVRAN,No,No
0022-TCJCI,No,No
0722-SVSFK,No,No
3612-YVGSJ,Yes,No
9825-YCXWZ,No,No
5397-NSKQG,Yes,Yes
8565-HBFNN,Yes,No
2000-DHJUY,Yes,No
0203-HHYIJ,No,No
8670-ERCJH,No,No
7758-UJWYS,Yes,Yes
2050-ONYDQ,Yes,Yes
7055-JCGNI,No,No
0739-UUAJR,Yes,Yes
4826-DXMUP,No,Yes
0952-KMEEH,No,No
7285-KLOTR,Yes,No
0654-PQKDW,Yes,Yes
7175-NTIXE,No,No
7963-SHNDT,No,No
9796-BPKIW,No,No
0188-GWFLE,No,No
8129-GMVGI,Yes,Yes
2882-DDZPG,No,No
3547-LQRIK,Yes,No
9137-NOQKA,No,No
5843-TTHGI,No,No
1849-RJYIG,No,No
8868-GAGIO,Yes,No
4061-UKJWL,No,No
5380-XPJNZ,No,No
8263-QMNTJ,Yes,No
8178-EYZUO,No,No
3230-JCNZS,Yes,Yes
0277-ORXQS,Yes,Yes
5130-IEKQT,No,No
3230-WYKIR,No,No
7996-BPXHY,Yes,Yes
3227-WLKLI,Yes,Yes
0407-BDJKB,Yes,No
2266-FUBDZ,Yes,Yes
8237-ULIXL,Yes,No
9600-UDOPK,Yes,No
8216-AZUUZ,Yes,Yes
9153-BTBVV,Yes,No
4074-SJFFA,No,No
3269-ATYWD,No,No
5186-PEIZU,No,No
1074-AMIOH,Yes,Yes
4910-GMJOT,No,No
0354-WYROK,Yes,Yes
4361-FEBGN,No,No
7748-UMTRK,No,Yes
0380-ZCSBI,No,No
7145-FEJWU,No,Yes
6463-MVYRY,No,No
3969-JQABI,Yes,No
9624-EGDEQ,No,No
1051-EQPZR,Yes,Yes
5849-ASHZJ,No,Yes
5780-INQIK,No,No
7576-OYWBN,No,No
4526-ZJJTM,Yes,No
8384-FZBJK,Yes,Yes
3750-RNQKR,No,No
0962-CQPWQ,Yes,Yes
3096-YXENJ,Yes,No
1265-BCFEO,Yes,No
5837-LXSDN,Yes,Yes
5945-AZYHT,Yes,No
8325-QRPZR,No,No
6384-VMJHP,No,No
2262-SLNVK,No,No
7730-CLDSV,Yes,Yes
1135-HIORI,Yes,Yes
0164-APGRB,No,No
6481-ESCNL,No,No
1790-NESIO,No,No
1550-EENBN,No,No
5539-TMZLF,No,No
4323-SADQS,Yes,Yes
4446-BZKHU,Yes,No
5202-IVJNU,No,Yes
5976-JCJRH,Yes,No
8198-RKSZG,Yes,Yes
0137-OCGAB,No,No
3351-NQLDI,Yes,Yes
9297-EONCV,No,No
7593-JNWRU,Yes,Yes
4588-YBNIB,No,No
1069-QJOEE,Yes,Yes
3336-JORSO,No,No
7799-DSEWS,No,No
8766-PAFNE,Yes,No
5315-CKEQK,Yes,Yes
3130-ICDUP,No,Yes
0820-FNRNX,Yes,Yes
0880-FVFWF,No,No
4611-ANLQC,Yes,No
4213-HKBJO,No,No
2792-LSHWX,No,No
5028-GZLDO,No,No
0014-BMAQU,Yes,No
6861-XWTWQ,Yes,No
9018-PCIOK,No,No
4837-QUSFT,Yes,No
6877-TJMBR,Yes,No
9953-ZMKSM,No,No
0907-HQNTS,Yes,No
7665-NKLAV,Yes,Yes
6769-DCQLI,No,No
2433-KMEAS,No,No
4391-LNRXK,No,No
8250-ZNGGW,No,No
2195-ZRVAX,Yes,No
3550-SAHFP,No,No
2011-TRQYE,No,No
8562-GHPPI,No,No
5893-PYOLZ,No,No
4986-MXSFP,No,No
6131-FOYAS,No,No
3027-YNWZU,Yes,No
5609-IMCGG,No,No
4873-ILOLJ,No,No
4727-MCYZG,No,No
9481-WHGWY,Yes,Yes
2725-KXXWT,Yes,No
9565-DJPIB,No,Yes
4328-VUFWD,No,No
3301-LSLWQ,No,No
7473-ZBDSN,Yes,Yes
3166-PNEOF,No,No
5639-NTUPK,No,Yes
8780-YRMTT,No,No
8348-HFYIV,No,No
5140-FOMCQ,Yes,No
6242-SGYTS,Yes,Yes
8166-ORCHU,Yes,No
8414-OOEEL,No,Yes
8454-AATJP,No,No
6849-WLEYG,No,Yes
4659-NZRUF,No,No
4531-AUZNK,Yes,Yes
4191-XOVOM,No,No
2150-OEGBV,No,No
8429-XIBUM,No,No
1855-CFULU,No,No
4878-BUNFV,Yes,Yes
1872-EBWSC,No,No
2608-BHKFN,No,No
7026-YMSBE,No,No
7341-LXCAF,Yes,No
6997-UVGOX,Yes,Yes
9674-EHPPG,Yes,No
9462-MJUAW,No,No
8128-YVJRG,No,No
5440-VHLUL,No,No
5781-BKHOP,Yes,No
4283-FUTGF,No,No
5213-TWWJU,No,No
1569-TTNYJ,Yes,No
8628-MFKAX,Yes,No
2397-BRLOM,Yes,Yes
7629-WIXZF,No,No
5445-GLVOT,No,No
3976-HXHCE,No,No
2466-NEJOJ,Yes,Yes
0254-KCJGT,Yes,No
5472-CVMDX,No,No
6461-SZMCV,Yes,No
8150-QUDFX,No,No
9508-ILZDG,No,No
2346-DJQTB,No,No
1697-LYYYX,Yes,Yes
1942-OQFRW,No,No
4749-VFKVB,No,No
9640-ZSLDC,Yes,Yes
4231-LZUYM,Yes,No
7598-UAASY,Yes,No
7938-OUHIO,No,No
8510-AWCXC,No,No
6128-AQBMT,Yes,No
3594-BDSOA,Yes,No
0431-APWVY,Yes,Yes
5133-VRSAB,No,No
5996-DAOQL,No,No
6838-YAUVY,No,No
0484-JPBRU,No,No
7883-ROJOC,Yes,No
0244-LGNFY,Yes,Yes
7274-CGTOD,No,No
4295-YURET,Yes,Yes
3426-NIYYL,No,No
8225-BTJAU,No,No
4635-EJYPD,Yes,Yes
1866-ZSLJM,No,No
4636-TVXVG,Yes,Yes
4236-UJPWO,No,No
9392-XBGTD,No,Yes
3387-VATUS,No,No
6402-SSEJG,No,No
1143-NMNQJ,No,No
1169-SAOCL,No,No
1110-KYLGQ,No,No
9929-PLVPA,No,Yes
3518-PZXZQ,Yes,No
2371-JUNGC,No,No
7693-QPEFS,No,No
0924-BJCRC,Yes,No
5074-FBGHB,No,No
2351-BKRZW,Yes,Yes
4455-BFSPD,Yes,No
0415-MOSGF,No,No
1724-BQUHA,No,No
3948-KXDUF,No,No
2323-ARSVR,Yes,No
0815-MFZGM,Yes,No
4826-XTSOH,Yes,No
5480-XTFFL,Yes,Yes
8295-FHIVV,No,No
2495-INZWQ,No,No
9086-YJYXS,Yes,Yes
1179-INLAT,No,No
7909-FIOIY,Yes,Yes
4139-SUGLD,Yes,Yes
6857-VWJDT,No,No
6351-SCJKT,No,No
5468-BPMMO,Yes,No
5624-BQSSA,No,No
0197-PNKNK,Yes,Yes
2439-QKJUL,No,No
1194-SPVSP,No,No
9534-NSXEM,No,No
2408-WITXK,No,No
8929-KSWIH,No,No
2250-IVBWA,Yes,Yes
1810-MVMAI,Yes,Yes
9506-UXUSK,No,No
1229-RCALF,Yes,No
3572-UOLYZ,No,Yes
1429-UYJSV,No,No
5577-OTWWW,No,No
6100-QQHEB,Yes,Yes
6366-XIVKZ,Yes,Yes
3470-OBUET,Yes,Yes
2770-NSVDG,Yes,No
9375-MHRRS,No,No
2634-HCZGT,Yes,No
7503-QQRVF,Yes,No
4860-YZGZM,No,No
6599-GZWCM,No,No
2691-NZETQ,No,No
4404-HIBDJ,No,No
5533-NHFRF,No,No
7037-MTYVW,Yes,Yes
4760-THGOT,Yes,No
7295-JOMMD,No,Yes
4016-BJKTZ,No,No
6584-VQMYT,No,Yes
9838-BFCQT,Yes,Yes
2790-XUYMV,No,Yes
0581-MDMPW,No,No
5013-SBUIH,No,No
1023-BQXZE,No,No
9163-GHAYE,No,No
3904-UKFRE,No,No
5353-WILCI,No,No
0709-TVGUR,No,No
0058-EVZWM,Yes,No
6023-YEBUP,No,No
7209-JCUDS,No,No
7009-PCARS,No,Yes
0519-DRGTI,Yes,Yes
1017-FBQMM,Yes,Yes
3001-CBHLQ,Yes,No
1985-MBRYP,No,No
6158-DWPZT,Yes,No
9372-TXXPS,Yes,No
3259-QMXUN,Yes,No
1015-JPFYW,No,Yes
6645-MXQJT,Yes,Yes
4360-QRAVE,No,No
8433-WPJTV,Yes,Yes
5804-JMYIO,Yes,Yes
3763-GCZHZ,Yes,No
6484-LATFU,No,No
7599-NTMDP,Yes,Yes
0772-GYEQQ,No,No
0536-ACXIP,Yes,No
0936-NQLJU,Yes,No
4831-EOBFE,Yes,Yes
1575-KRZZE,No,No
3251-YMVWZ,No,No
4102-OQUPX,Yes,No
9170-GYZJC,Yes,Yes
4884-LEVMQ,Yes,No
8857-CUPFQ,Yes,No
7610-TVOPG,No,No
3638-DIMPH,Yes,No
1845-ZLLIG,No,No
8559-WNQZS,No,No
3999-QGRJH,No,No
1699-UOTXU,No,No
2454-RPBRZ,Yes,No
0635-WKOLD,Yes,No
5993-JSUWV,No,No
4518-FZBSX,Yes,Yes
5387-ASZNZ,No,No
6988-CJEYV,No,No
2002-MZHWP,No,No
3097-FQTVJ,No,No
5465-BUBFA,Yes,Yes
7299-GNVPL,Yes,Yes
9743-DQKQW,No,No
1215-VFYVK,No,No
9371-BITHB,Yes,Yes
2265-CYWIV,Yes,No
9093-FPDLG,No,No
0541-FITGH,Yes,No
6985-HAYWX,Yes,No
7508-KBIMB,Yes,Yes
6838-HVLXG,No,No
2277-DJJDL,Yes,No
1897-OKVMW,Yes,Yes
5485-ITNPC,Yes,No
0233-FTHAV,No,No
4644-PIZRT,Yes,Yes
8922-NPKBJ,Yes,Yes
2740-TVLFN,No,No
7771-CFQRQ,Yes,Yes
9512-PHSMG,Yes,No
6963-EZQEE,Yes,No
2452-KDRRH,No,No
