customer_id,contract_type,internet_service,internet_type,phone_service,multiple_lines,online_security,online_backup,device_protection_plan,premium_tech_support,payment_method,paperless_billing
5702-SKUOB,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
1134-YWTYF,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,Yes,Bank Withdrawal,Yes
6061-GWWAV,One Year,Yes,Cable,Yes,No,Yes,Yes,Yes,No,Credit Card,No
0679-TDGAK,One Year,Yes,Cable,Yes,No,Yes,No,No,Yes,Bank Withdrawal,No
6585-WCEWR,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
9067-YGSCA,One Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
9067-SQTNS,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
1776-SPBWV,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
9668-PUGNU,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
9405-GPBBG,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Yes
1926-QUZNN,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
5829-NVSQN,One Year,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Bank Withdrawal,Yes
9565-AXSMR,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
8869-LIHMK,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
0447-RXSGD,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
4927-WWOOZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
5788-YPOEG,Two Year,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Credit Card,No
0661-KBKPA,One Year,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Credit Card,Yes
9081-WWXKP,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
0784-ZQJZX,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
3133-PZNSR,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Credit Card,Yes
0722-SVSFK,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Bank Withdrawal,Yes
3612-YVGSJ,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,Yes
5397-NSKQG,Two Year,Yes,DSL,No,No,Yes,No,No,No,Credit Card,No
8565-HBFNN,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Yes
8670-ERCJH,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,No
7758-UJWYS,Two Year,Yes,DSL,No,No,No,No,No,Yes,Bank Withdrawal,Yes
2050-ONYDQ,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
7055-JCGNI,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Yes
0739-UUAJR,Two Year,Yes,Cable,No,No,Yes,No,Yes,No,Credit Card,Yes
4826-DXMUP,One Year,Yes,DSL,Yes,No,No,No,No,Yes,Credit Card,Yes
7285-KLOTR,One Year,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Bank Withdrawal,No
0654-PQKDW,One Year,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Bank Withdrawal,Yes
7175-NTIXE,Month-to-Month,Yes,DSL,Yes,No,Yes,No,No,Yes,Credit Card,Yes
7963-SHNDT,Two Year,Yes,DSL,No,No,Yes,Yes,No,Yes,Credit Card,No
0188-GWFLE,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
8129-GMVGI,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
2882-DDZPG,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
3547-LQRIK,One Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
5843-TTHGI,Month-to-Month,Yes,DSL,Yes,No,No,No,Yes,No,Credit Card,Yes
1849-RJYIG,Month-to-Month,Yes,DSL,Yes,No,Yes,No,No,No,Bank Withdrawal,Yes
8868-GAGIO,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Credit Card,Yes
4061-UKJWL,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Credit Card,No
5380-XPJNZ,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
8263-QMNTJ,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
3230-JCNZS,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Credit Card,Yes
0277-ORXQS,Two Year,Yes,Cable,No,No,No,No,No,Yes,Bank Withdrawal,No
7996-BPXHY,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
3227-WLKLI,Two Year,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,No
2266-FUBDZ,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
8237-ULIXL,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
8216-AZUUZ,Two Year,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Bank Withdrawal,Yes
9153-BTBVV,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
5186-PEIZU,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
1074-AMIOH,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Bank Withdrawal,Yes
4361-FEBGN,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
0380-ZCSBI,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
7145-FEJWU,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
3969-JQABI,Month-to-Month,Yes,DSL,Yes,No,Yes,Yes,No,No,Credit Card,Yes
9624-EGDEQ,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
1051-EQPZR,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
5849-ASHZJ,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
5780-INQIK,Month-to-Month,Yes,DSL,Yes,No,No,No,No,Yes,Bank Withdrawal,No
8384-FZBJK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
3750-RNQKR,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
0962-CQPWQ,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
3096-YXENJ,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
1265-BCFEO,Two Year,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Bank Withdrawal,Yes
5837-LXSDN,One Year,Yes,Cable,Yes,No,No,Yes,No,No,Credit Card,Yes
5945-AZYHT,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,Yes
8325-QRPZR,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
6384-VMJHP,Two Year,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Credit Card,Yes
2262-SLNVK,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
7730-CLDSV,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
1135-HIORI,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
0164-APGRB,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
6481-ESCNL,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,No
1790-NESIO,Two Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
1550-EENBN,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Bank Withdrawal,No
8198-RKSZG,Month-to-Month,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Credit Card,No
9297-EONCV,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
1069-QJOEE,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
7799-DSEWS,Month-to-Month,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Bank Withdrawal,Yes
8766-PAFNE,Two Year,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Credit Card,Yes
3130-ICDUP,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Credit Card,No
0820-FNRNX,Month-to-Month,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,Yes
0880-FVFWF,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Bank Withdrawal,Yes
4611-ANLQC,One Year,Yes,Cable,No,No,Yes,Yes,Yes,No,Bank Withdrawal,No
4213-HKBJO,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
2792-LSHWX,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Credit Card,Yes
0014-BMAQU,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Credit Card,Yes
9018-PCIOK,Two Year,Yes,Cable,Yes,No,No,Yes,Yes,No,Mailed Check,Yes
4837-QUSFT,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,Yes
9953-ZMKSM,Two Year,No,,Yes,Yes,No,No,No,No,Mailed Check,No
7665-NKLAV,Two Year,Yes,Cable,No,No,Yes,No,Yes,Yes,Credit Card,No
4391-LNRXK,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Bank Withdrawal,Yes
8562-GHPPI,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
5893-PYOLZ,Two Year,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Credit Card,Yes
4986-MXSFP,Month-to-Month,No,,Yes,No,No,No,No,No,Mailed Check,Yes
6131-FOYAS,Month-to-Month,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Bank Withdrawal,Yes
3027-YNWZU,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
5609-IMCGG,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Credit Card,Yes
4727-MCYZG,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Mailed Check,No
9481-WHGWY,Two Year,Yes,DSL,Yes,No,Yes,No,No,Yes,Credit Card,No
4328-VUFWD,One Year,Yes,DSL,Yes,No,No,No,No,Yes,Bank Withdrawal,No
3301-LSLWQ,Month-to-Month,Yes,Cable,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
7473-ZBDSN,Two Year,No,,Yes,No,No,No,No,No,Mailed Check,No
3166-PNEOF,Two Year,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Credit Card,No
5639-NTUPK,Month-to-Month,Yes,Cable,Yes,No,Yes,No,No,No,Credit Card,Yes
8780-YRMTT,Two Year,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Mailed Check,Yes
5140-FOMCQ,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Credit Card,Yes
6242-SGYTS,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Credit Card,Yes
8414-OOEEL,Two Year,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Credit Card,Yes
8454-AATJP,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,No
4531-AUZNK,One Year,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Mailed Check,Yes
4191-XOVOM,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Bank Withdrawal,No
2150-OEGBV,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
4878-BUNFV,Two Year,No,,Yes,No,No,No,No,No,Mailed Check,No
1872-EBWSC,One Year,No,,Yes,No,No,No,No,No,Mailed Check,No
7026-YMSBE,One Year,No,,Yes,No,No,No,No,No,Mailed Check,No
6997-UVGOX,Two Year,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Bank Withdrawal,No
9674-EHPPG,Two Year,Yes,DSL,No,No,Yes,No,Yes,Yes,Credit Card,No
5440-VHLUL,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Bank Withdrawal,Yes
5781-BKHOP,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,No
5213-TWWJU,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Bank Withdrawal,No
7629-WIXZF,One Year,Yes,DSL,Yes,No,Yes,No,No,No,Bank Withdrawal,Yes
5445-GLVOT,Month-to-Month,Yes,Cable,Yes,No,Yes,No,No,No,Bank Withdrawal,Yes
3976-HXHCE,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
2466-NEJOJ,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
0254-KCJGT,One Year,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Yes
5472-CVMDX,Two Year,Yes,DSL,No,No,Yes,No,Yes,Yes,Credit Card,No
6461-SZMCV,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,No
8150-QUDFX,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
2346-DJQTB,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,No
1697-LYYYX,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
1942-OQFRW,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
9640-ZSLDC,One Year,Yes,DSL,Yes,No,No,No,Yes,No,Credit Card,No
4231-LZUYM,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
3594-BDSOA,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
5133-VRSAB,Month-to-Month,Yes,Cable,No,No,Yes,No,No,No,Credit Card,No
5996-DAOQL,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
6838-YAUVY,Two Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Bank Withdrawal,Yes
0484-JPBRU,Month-to-Month,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
7883-ROJOC,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Credit Card,No
0244-LGNFY,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,No
7274-CGTOD,Two Year,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
4635-EJYPD,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
1866-ZSLJM,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
4636-TVXVG,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
4236-UJPWO,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,No
9392-XBGTD,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
6402-SSEJG,One Year,Yes,DSL,No,No,Yes,Yes,Yes,No,Bank Withdrawal,No
1169-SAOCL,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Bank Withdrawal,Yes
1110-KYLGQ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Credit Card,No
9929-PLVPA,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
3518-PZXZQ,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Credit Card,Yes
2371-JUNGC,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
5074-FBGHB,One Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Credit Card,Yes
2351-BKRZW,Two Year,Yes,Cable,Yes,No,Yes,No,Yes,No,Bank Withdrawal,No
4455-BFSPD,One Year,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Bank Withdrawal,No
3948-KXDUF,Two Year,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,No
2323-ARSVR,Two Year,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
0815-MFZGM,Two Year,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Credit Card,Yes
5480-XTFFL,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
8295-FHIVV,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
9086-YJYXS,One Year,Yes,Cable,Yes,Yes,No,No,Yes,No,Bank Withdrawal,No
1179-INLAT,One Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
7909-FIOIY,Month-to-Month,Yes,Cable,No,No,No,No,No,No,Credit Card,Yes
6351-SCJKT,Month-to-Month,Yes,Cable,No,No,Yes,No,Yes,Yes,Credit Card,No
5468-BPMMO,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
0197-PNKNK,One Year,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Bank Withdrawal,No
2439-QKJUL,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
1194-SPVSP,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
9534-NSXEM,One Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
8929-KSWIH,Two Year,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Bank Withdrawal,No
2250-IVBWA,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Bank Withdrawal,No
1810-MVMAI,Month-to-Month,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,No
9506-UXUSK,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
1229-RCALF,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
3572-UOLYZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Bank Withdrawal,Yes
1429-UYJSV,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
6366-XIVKZ,Month-to-Month,Yes,Cable,Yes,No,Yes,No,Yes,No,Credit Card,Yes
3470-OBUET,Two Year,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Credit Card,No
2770-NSVDG,Month-to-Month,Yes,DSL,No,No,No,No,Yes,No,Bank Withdrawal,No
9375-MHRRS,Month-to-Month,Yes,DSL,Yes,No,No,No,No,Yes,Credit Card,No
4860-YZGZM,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
6599-GZWCM,One Year,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Credit Card,Yes
7037-MTYVW,Two Year,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Bank Withdrawal,Yes
4760-THGOT,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Bank Withdrawal,Yes
4016-BJKTZ,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,No
6584-VQMYT,One Year,Yes,DSL,Yes,No,Yes,Yes,No,No,Credit Card,No
9838-BFCQT,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
2790-XUYMV,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Credit Card,Yes
0581-MDMPW,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Credit Card,Yes
1023-BQXZE,Two Year,Yes,DSL,Yes,No,Yes,No,Yes,No,Bank Withdrawal,Yes
9163-GHAYE,Month-to-Month,Yes,Cable,Yes,No,No,Yes,No,No,Bank Withdrawal,No
3904-UKFRE,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
5353-WILCI,Month-to-Month,Yes,Cable,Yes,No,Yes,Yes,No,No,Bank Withdrawal,No
0058-EVZWM,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
7009-PCARS,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
0519-DRGTI,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
1017-FBQMM,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Credit Card,Yes
1985-MBRYP,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
9372-TXXPS,Two Year,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Bank Withdrawal,No
3259-QMXUN,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,Yes
1015-JPFYW,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
6645-MXQJT,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Bank Withdrawal,No
5804-JMYIO,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
6484-LATFU,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
7599-NTMDP,Two Year,Yes,Cable,No,No,Yes,Yes,No,Yes,Bank Withdrawal,No
0536-ACXIP,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,Yes
0936-NQLJU,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
1575-KRZZE,Month-to-Month,Yes,Cable,Yes,No,Yes,Yes,No,No,Bank Withdrawal,No
3251-YMVWZ,One Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
4884-LEVMQ,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
8857-CUPFQ,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
7610-TVOPG,Month-to-Month,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
3638-DIMPH,One Year,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
1845-ZLLIG,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,No,Credit Card,Yes
8559-WNQZS,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
1699-UOTXU,Two Year,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Bank Withdrawal,No
0635-WKOLD,One Year,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Credit Card,No
5993-JSUWV,Two Year,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Bank Withdrawal,Yes
4518-FZBSX,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
6988-CJEYV,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,No
3097-FQTVJ,Two Year,No,,Yes,No,No,No,No,No,Mailed Check,No
5465-BUBFA,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
7299-GNVPL,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Mailed Check,No
9743-DQKQW,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,No
1215-VFYVK,Month-to-Month,Yes,Cable,No,No,Yes,No,Yes,Yes,Mailed Check,No
9371-BITHB,Two Year,No,,Yes,No,No,No,No,No,Mailed Check,No
9093-FPDLG,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Bank Withdrawal,Yes
0541-FITGH,Month-to-Month,Yes,Cable,Yes,No,Yes,No,No,No,Mailed Check,Yes
6985-HAYWX,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,No
7508-KBIMB,One Year,Yes,Cable,Yes,No,Yes,No,Yes,No,Credit Card,Yes
6838-HVLXG,Month-to-Month,No,,Yes,No,No,No,No,No,Mailed Check,No
1897-OKVMW,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,Yes
5485-ITNPC,Two Year,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
0233-FTHAV,One Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
4644-PIZRT,One Year,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Bank Withdrawal,Yes
8922-NPKBJ,Two Year,No,,Yes,No,No,No,No,No,Mailed Check,No
2740-TVLFN,Month-to-Month,Yes,DSL,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
7771-CFQRQ,Two Year,Yes,DSL,Yes,No,No,Yes,No,Yes,Bank Withdrawal,No
9512-PHSMG,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
4146-SVFUD,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Mailed Check,No
1564-HJUVY,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,Yes,Bank Withdrawal,Yes
3617-XLSGQ,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,No
7517-LDMPS,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
7244-KXYZN,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
5226-NOZFC,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
1400-WIVLL,Two Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Bank Withdrawal,No
8148-NLEGT,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
8347-GDTMP,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
6746-WAUWT,One Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
0428-IKYCP,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
2187-PKZAY,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
4003-OCTMP,One Year,Yes,Cable,Yes,No,Yes,No,No,Yes,Bank Withdrawal,Yes
6652-YFFJO,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Bank Withdrawal,Yes
7225-IILWY,Two Year,No,,Yes,Yes,No,No,No,No,Mailed Check,No
3170-GWYKC,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Bank Withdrawal,Yes
9830-ECLEN,One Year,Yes,Cable,No,No,Yes,Yes,Yes,No,Mailed Check,No
2668-TZSPS,Month-to-Month,No,,Yes,No,No,No,No,No,Mailed Check,No
7446-SFAOA,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
9522-ZSINC,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
8234-GSZYK,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
6505-OZNPG,Two Year,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Mailed Check,Yes
6164-HAQTX,Two Year,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Bank Withdrawal,No
7765-LWVVH,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Bank Withdrawal,Yes
0953-LGOVU,Month-to-Month,Yes,DSL,No,No,No,Yes,No,Yes,Mailed Check,No
4692-NNQRU,One Year,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Bank Withdrawal,No
7742-MYPGI,Month-to-Month,Yes,DSL,Yes,No,No,No,No,Yes,Credit Card,Yes
9619-GSATL,One Year,Yes,DSL,Yes,No,No,Yes,No,Yes,Bank Withdrawal,No
5622-UEJFI,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,Yes
6203-HBZPA,Two Year,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Credit Card,No
