customer_id,churned,churn_reference_date,monthly_charges,total_revenue,tenure_months
5337-IIWKZ,0,2023-09-30,44.85,1442.6,34
9650-VBUOG,0,2023-09-30,25.05,2221.75,38
3487-EARAT,0,2023-09-30,74.1,6559.3,70
2672-TGEFF,0,2023-09-30,88.8,3380.51,37
8184-WMOFI,0,2023-09-30,71.4,5358.400000000001,62
6092-QZVPP,0,2023-09-30,79.2,4425.3099999999995,36
4625-LAMOB,0,2023-09-30,20.4,967.15,44
0392-BZIUW,0,2023-09-30,105.0,8063.56,72
6549-NNDYT,0,2023-09-30,30.85,394.1,13
0422-OHQHQ,0,2023-09-30,20.55,815.4000000000001,15
6916-HIJSE,0,2023-09-30,84.85,8172.299999999999,65
2316-ESMLS,0,2023-09-30,33.15,444.75,12
9778-OGKQZ,0,2023-09-30,92.0,7175.19,72
7408-OFWXJ,0,2023-09-30,89.8,9744.69,72
6007-TCTST,0,2023-09-30,115.8,9361.38,72
2252-NKNSI,0,2023-09-30,85.15,6126.89,52
8713-IGZSO,0,2023-09-30,24.85,142.5,2
7905-TVXTA,0,2023-09-30,64.35,394.25,5
7695-PKLCZ,0,2023-09-30,20.5,4716.78,68
8374-UULRV,0,2023-09-30,86.05,9811.57,72
3224-DFQNQ,0,2023-09-30,89.0,8365.68,66
5275-PMFUT,0,2023-09-30,64.8,4719.75,72
4795-UXVCJ,0,2023-09-30,19.8,1645.5,26
9777-IQHWP,0,2023-09-30,93.4,7794.780000000001,64
0979-MOZQI,0,2023-09-30,39.0,2337.45,62
2732-ISEZX,0,2023-09-30,20.5,227.35,5
0323-XWWTN,0,2023-09-30,26.4,222.85999999999999,3
1937-OTUKY,0,2023-09-30,98.2,8850.46,72
1573-LGXBA,0,2023-09-30,97.55,5836.26,57
1764-VUUMT,0,2023-09-30,19.95,3773.14,66
4713-ZBURT,0,2023-09-30,99.7,5693.650000000001,45
3050-GBUSH,0,2023-09-30,34.8,113.95,3
7876-AEHIG,0,2023-09-30,60.15,3077.0,51
7945-HLKEA,0,2023-09-30,64.75,6436.5,60
9342-VNIMQ,0,2023-09-30,54.65,1860.23,33
3199-NPKCN,0,2023-09-30,111.25,9858.66,67
5170-PTRKA,0,2023-09-30,35.8,1782.0,49
4661-NJEUX,0,2023-09-30,20.05,23.28,1
0048-LUMLS,0,2023-09-30,91.2,4838.92,37
5898-IGSLP,0,2023-09-30,89.3,3466.56,31
7997-EASSD,0,2023-09-30,81.2,7412.650000000001,63
0730-KOAVE,0,2023-09-30,94.3,3929.5,30
8975-SKGRX,0,2023-09-30,116.1,10842.48,71
0678-RLHVP,0,2023-09-30,105.55,6367.01,53
2267-FPIMA,0,2023-09-30,94.4,5793.9,50
1051-GEJLJ,0,2023-09-30,19.5,81.89,2
5285-MVEHD,0,2023-09-30,105.6,7978.25,56
0379-DJQHR,0,2023-09-30,81.35,8430.35,67
5543-QDCRY,0,2023-09-30,56.4,317.89,4
0297-RBCSG,0,2023-09-30,65.35,2085.8599999999997,19
4694-PHWFW,0,2023-09-30,19.95,537.86,8
0835-JKADZ,0,2023-09-30,111.25,10960.47,71
3865-YIOTT,0,2023-09-30,106.1,8688.74,72
5993-BQHEA,0,2023-09-30,20.05,466.08,12
6024-RUGGH,0,2023-09-30,25.2,3819.2200000000003,72
4079-WWQQQ,0,2023-09-30,65.55,4807.45,72
6103-BOCOU,0,2023-09-30,80.7,2729.64,26
5149-TGWDZ,0,2023-09-30,104.55,3001.91,21
7471-WNSUF,0,2023-09-30,24.15,2491.1000000000004,60
8942-DBMHZ,0,2023-09-30,20.45,748.67,12
4301-VVZKA,0,2023-09-30,75.4,1602.68,16
9199-PWQVC,0,2023-09-30,79.7,7908.19,63
5393-HJZSM,0,2023-09-30,76.3,3441.91,32
0862-PRCBS,0,2023-09-30,103.75,8133.57,68
8812-ZRHFP,0,2023-09-30,86.45,3990.9500000000003,30
5146-CBVOE,0,2023-09-30,75.1,1821.17,16
0454-OKRCT,0,2023-09-30,80.6,3801.1499999999996,33
5787-KXGIY,0,2023-09-30,19.3,1492.72,72
4198-VFOEA,0,2023-09-30,33.6,435.45,12
5709-LVOEQ,0,2023-09-30,80.85,1119.4,0
2692-AQCPF,0,2023-09-30,108.05,9806.0,65
0347-UBKUZ,0,2023-09-30,19.9,361.55,15
0835-DUUIQ,0,2023-09-30,21.05,1666.99,24
0811-GSDTP,0,2023-09-30,30.15,392.2,13
7567-ECMCM,0,2023-09-30,79.85,2848.2,24
6115-ZTBFQ,0,2023-09-30,65.5,4919.7,72
6353-BRMMA,0,2023-09-30,104.1,7932.700000000001,54
6231-WFGFH,0,2023-09-30,20.5,92.11999999999999,4
6169-PPETC,0,2023-09-30,20.5,2415.9,35
8584-KMVXD,0,2023-09-30,75.6,635.15,8
8467-WYNSR,0,2023-09-30,55.1,2069.57,22
0851-DFJKB,0,2023-09-30,58.95,1413.25,15
5382-SOYZL,0,2023-09-30,95.1,2407.9,22
3261-CQXOL,0,2023-09-30,25.45,2108.0,71
8388-FYNPZ,0,2023-09-30,56.75,383.90999999999997,4
4002-BQWPQ,0,2023-09-30,81.75,2658.8,25
5651-YLPRD,0,2023-09-30,86.1,3706.87,32
4378-BZYFP,0,2023-09-30,20.5,1091.02,17
7764-BDPEE,0,2023-09-30,20.85,119.38999999999999,3
3429-IFLEM,0,2023-09-30,77.35,6842.3,71
5002-GCQFH,0,2023-09-30,93.85,7074.43,49
0556-FJEGU,0,2023-09-30,70.1,6802.209999999999,58
0604-THJFP,0,2023-09-30,75.95,5030.870000000001,59
5879-SESNB,0,2023-09-30,75.25,1260.34,11
6461-PPAXN,0,2023-09-30,54.95,3392.3,35
3318-ISQFQ,0,2023-09-30,19.5,632.4,20
1106-HRLKZ,0,2023-09-30,19.6,1727.3500000000001,40
2483-XSSMZ,0,2023-09-30,47.85,2944.27,39
8165-ZJRNM,0,2023-09-30,23.75,3201.33,72
2604-XVDAM,0,2023-09-30,43.8,619.6700000000001,12
3717-OFRTN,0,2023-09-30,19.75,25.07,1
9046-JBFWA,0,2023-09-30,19.15,1357.0700000000002,27
3280-NMUVX,0,2023-09-30,19.6,1563.82,34
1206-EHBDD,0,2023-09-30,80.3,4751.089999999999,56
8361-LBRDI,0,2023-09-30,24.35,3663.81,58
4883-KCPZJ,0,2023-09-30,25.25,1126.96,22
9108-EQPNQ,0,2023-09-30,26.1,411.25,10
7277-KAMWT,0,2023-09-30,20.0,289.38,13
2545-LXYVJ,0,2023-09-30,20.7,3055.9399999999996,72
3234-VKACU,0,2023-09-30,70.3,179.44,2
8120-JDCAM,0,2023-09-30,69.55,433.81999999999994,4
8917-FAEMR,0,2023-09-30,19.85,1764.38,37
7047-YXDMZ,0,2023-09-30,20.0,1139.89,21
0929-HYQEW,0,2023-09-30,50.15,213.11,3
6614-YOLAC,0,2023-09-30,58.65,4145.25,71
7426-RHZGU,0,2023-09-30,95.9,1104.65,9
4065-JJAVA,0,2023-09-30,49.5,96.49,1
7649-SIJJF,0,2023-09-30,80.1,6364.2699999999995,71
9361-YNQWJ,0,2023-09-30,24.4,2620.7200000000003,64
3748-FVMZZ,0,2023-09-30,40.05,162.45,4
9391-TTOYH,0,2023-09-30,19.5,791.74,23
1452-XRSJV,0,2023-09-30,51.05,2653.34,39
3422-WJOYD,0,2023-09-30,54.35,2398.09,28
7147-AYBAA,0,2023-09-30,70.35,3619.98,37
6732-FZUGP,0,2023-09-30,94.9,6507.0,47
8329-GWVPJ,0,2023-09-30,69.75,4068.2,50
1352-VHKAJ,0,2023-09-30,71.6,2462.95,27
2632-TACXW,0,2023-09-30,23.65,1969.17,62
8146-QQKZH,0,2023-09-30,81.85,6366.73,71
1767-CJKBA,0,2023-09-30,25.1,4940.280000000001,66
6445-TNRXS,0,2023-09-30,114.7,10065.970000000001,68
4581-LNWUM,0,2023-09-30,49.15,649.4,13
4869-EPIUS,0,2023-09-30,80.9,7143.58,56
1915-OAKWD,0,2023-09-30,19.3,1065.15,16
7296-PIXQY,0,2023-09-30,70.2,1368.5,14
3354-OADJP,0,2023-09-30,54.25,789.99,8
3524-WQDSG,0,2023-09-30,99.3,4435.7,43
0810-DHDBD,0,2023-09-30,74.0,4989.41,52
4026-SKKHW,0,2023-09-30,50.25,236.87,3
2829-HYVZP,0,2023-09-30,19.8,1909.68,29
3845-JHAMY,0,2023-09-30,35.5,632.7,16
7013-PSXHK,0,2023-09-30,80.75,4561.85,40
3486-NPGST,0,2023-09-30,19.55,2108.63,36
6100-FJZDG,0,2023-09-30,20.05,1683.1799999999998,26
1730-VFMWO,0,2023-09-30,50.2,3198.08,34
7143-BQIBA,0,2023-09-30,62.25,689.45,10
3800-LYTRK,0,2023-09-30,55.7,1282.67,14
9646-NMHXE,0,2023-09-30,19.65,1280.48,47
7030-NJVDP,0,2023-09-30,89.25,2455.72,24
7771-ZONAT,0,2023-09-30,56.75,1304.85,22
2111-DWYHN,0,2023-09-30,21.1,39.91,1
4194-WHFCB,0,2023-09-30,96.65,8416.93,59
4121-AGSIN,0,2023-09-30,24.5,3602.7800000000007,58
0455-XFASS,0,2023-09-30,69.55,171.40999999999997,3
0301-KOBTQ,0,2023-09-30,20.05,1081.8400000000001,32
4367-NUYAO,0,2023-09-30,25.75,485.79999999999995,0
9170-ARBTB,0,2023-09-30,19.6,1395.33,52
7241-AJHFS,0,2023-09-30,87.65,3066.9300000000003,32
4546-FOKWR,0,2023-09-30,74.75,1298.0,16
9036-CSKBW,0,2023-09-30,107.45,6050.679999999999,51
5832-TRLPB,0,2023-09-30,75.35,2348.6700000000005,29
8590-YFFQO,0,2023-09-30,64.95,4594.46,70
8659-IOOPU,0,2023-09-30,100.45,9426.939999999999,71
1338-CECEE,0,2023-09-30,68.5,3358.3599999999997,41
7439-DKZTW,0,2023-09-30,80.55,146.48000000000002,1
4646-QZXTF,0,2023-09-30,81.25,617.86,7
9742-XOKTS,0,2023-09-30,89.55,7230.219999999999,67
6921-OZMFH,0,2023-09-30,55.7,354.25,5
9578-FOMUK,0,2023-09-30,24.8,799.4499999999999,15
4712-UYOOI,0,2023-09-30,20.0,1179.92,20
7722-CVFXN,0,2023-09-30,105.2,6006.34,54
8717-VCTXJ,0,2023-09-30,19.55,2860.46,42
7363-QTBIW,0,2023-09-30,79.75,830.12,9
4159-NAAIX,0,2023-09-30,97.45,8631.88,63
0971-QIFJK,0,2023-09-30,24.25,4340.87,69
9397-TZSHA,0,2023-09-30,24.6,4168.13,69
3391-JSQEW,0,2023-09-30,50.15,2993.4700000000003,40
0343-QLUZP,0,2023-09-30,39.6,2386.04,60
3312-UUMZW,0,2023-09-30,98.85,4678.38,32
1271-UODNO,0,2023-09-30,53.85,2364.64,39
8461-EFQYM,0,2023-09-30,24.25,2633.63,38
6900-RBKER,0,2023-09-30,89.45,5344.0599999999995,52
6891-JPYFF,0,2023-09-30,105.25,6455.52,48
1459-QNFQT,0,2023-09-30,59.5,4121.08,70
1047-NNCBF,0,2023-09-30,70.55,1551.95,20
3696-XRIEN,0,2023-09-30,82.5,5220.25,50
0074-HDKDG,0,2023-09-30,61.6,1727.35,25
8791-GFXLZ,0,2023-09-30,49.05,1101.09,12
9330-DHBFL,0,2023-09-30,66.25,1772.08,23
0098-BOWSO,0,2023-09-30,19.4,1087.62,27
5859-HZYLF,0,2023-09-30,19.15,1655.5900000000001,26
3156-QLHBO,0,2023-09-30,19.25,90.71000000000001,2
2208-NQBCT,0,2023-09-30,81.95,3186.75,26
6621-NRZAK,0,2023-09-30,20.0,4163.95,63
0831-JNISG,0,2023-09-30,19.8,3053.3900000000003,71
0774-IFUVM,0,2023-09-30,65.15,907.1600000000001,11
9553-DLCLU,0,2023-09-30,88.95,1643.1399999999999,13
1641-BYBTK,0,2023-09-30,20.2,199.81,6
2446-ZKVAF,0,2023-09-30,56.8,1097.69,18
3522-CDKHF,0,2023-09-30,75.5,2942.2999999999997,32
1430-SFQSA,0,2023-09-30,35.6,1072.6,29
0411-EZJZE,0,2023-09-30,60.25,300.8,3
8807-ARQET,0,2023-09-30,40.35,1677.85,41
8992-CEUEN,0,2023-09-30,18.85,26.650000000000002,1
4320-QMLLA,0,2023-09-30,54.85,409.66999999999996,7
8777-PVYGU,0,2023-09-30,64.3,3630.04,52
8292-ITGYJ,0,2023-09-30,24.65,2043.75,45
6870-ZWMNX,0,2023-09-30,76.1,7710.15,70
0621-CXBKL,0,2023-09-30,18.7,1552.66,53
5334-JLAXU,0,2023-09-30,94.1,6408.299999999999,60
9359-UGBTK,0,2023-09-30,72.35,5352.63,67
6479-OAUSD,0,2023-09-30,19.9,690.05,25
7129-ACFOG,0,2023-09-30,53.8,540.95,5
4189-NAKJS,0,2023-09-30,51.55,1936.8200000000002,26
5562-BETPV,0,2023-09-30,19.65,43.06,1
9127-FHJBZ,0,2023-09-30,114.0,10430.99,72
6994-ORCWG,0,2023-09-30,54.25,1067.6200000000001,14
1346-UFHAX,0,2023-09-30,80.0,1467.32,13
2933-XEUJM,0,2023-09-30,79.2,5747.98,46
4835-YSJMR,0,2023-09-30,49.8,2124.42,39
3164-YAXFY,0,2023-09-30,53.75,3196.0,57
0887-WBJVH,0,2023-09-30,93.45,6904.75,53
4660-IRIBM,0,2023-09-30,87.9,1935.38,18
7670-ZBPOQ,0,2023-09-30,61.05,5007.63,58
0080-OROZO,0,2023-09-30,99.25,4806.7,35
3916-NRPAP,0,2023-09-30,85.7,346.27,3
6807-SIWJI,0,2023-09-30,104.85,4052.17,38
8221-HVAYI,0,2023-09-30,69.15,2667.25,35
5232-NXPAY,0,2023-09-30,74.45,3673.3900000000003,47
8967-SZQAS,0,2023-09-30,50.45,1454.53,14
0455-ENTCR,0,2023-09-30,85.25,8366.45,66
8944-AILEF,0,2023-09-30,19.45,938.45,15
5542-NKVRU,0,2023-09-30,20.75,1613.47,42
7126-RBHSD,0,2023-09-30,78.9,1708.5,17
5370-IIVVL,0,2023-09-30,104.5,5210.639999999999,37
6789-HJBWG,0,2023-09-30,49.4,907.3299999999999,12
9087-EYCPR,0,2023-09-30,25.0,3869.6499999999996,60
6791-YBNAK,0,2023-09-30,25.55,467.85,18
6077-BDPXA,0,2023-09-30,70.15,211.08999999999997,3
0013-MHZWF,0,2023-09-30,69.4,722.3800000000001,9
8268-YDIXR,0,2023-09-30,93.15,7512.43,56
4291-SHSBH,0,2023-09-30,69.55,584.0,7
6980-IMXXE,0,2023-09-30,20.2,4344.46,69
0040-HALCW,0,2023-09-30,20.4,2154.3999999999996,54
0784-GTUUK,0,2023-09-30,23.75,3448.16,62
2294-DMMUS,0,2023-09-30,70.45,6565.93,62
0872-JCPIB,0,2023-09-30,65.75,1917.8500000000001,17
3055-MJDSB,0,2023-09-30,24.6,190.1,9
9091-WTUUY,0,2023-09-30,69.25,6095.11,64
7115-IRDHS,0,2023-09-30,24.65,3588.29,72
8496-DMZUK,0,2023-09-30,90.4,3036.35,30
2040-VZIKE,0,2023-09-30,100.85,7043.040000000001,49
9068-VPWQQ,0,2023-09-30,75.35,6486.1,61
0178-SZBHO,0,2023-09-30,87.2,4068.68,47
0384-RVBPI,0,2023-09-30,64.4,1650.6,20
1299-AURJA,0,2023-09-30,24.7,3809.0,70
4525-VZCZG,0,2023-09-30,105.85,6966.87,54
2788-CJQAQ,0,2023-09-30,19.45,560.23,13
0319-QZTCO,0,2023-09-30,58.7,203.01,3
2120-SMPEX,0,2023-09-30,20.15,977.35,25
0096-FCPUF,0,2023-09-30,64.5,1967.65,30
0668-OGMHD,0,2023-09-30,28.5,629.35,21
9408-HRXRK,0,2023-09-30,105.15,6867.5,45
5593-SUAOO,0,2023-09-30,83.15,3027.85,24
6766-HFKLA,0,2023-09-30,103.2,6311.63,56
7617-EYGLW,0,2023-09-30,19.45,66.04,1
2226-ICFDO,0,2023-09-30,85.9,6893.39,72
5529-GIBVH,0,2023-09-30,20.15,1210.23,47
9992-UJOEL,0,2023-09-30,50.3,129.99,2
4741-WWJQZ,0,2023-09-30,80.15,247.71,2
6625-UTXEW,0,2023-09-30,51.25,1174.66,12
6244-BESBM,0,2023-09-30,95.2,7501.08,69
2612-PHGOX,0,2023-09-30,76.1,5240.56,64
8480-PPONV,0,2023-09-30,115.55,9679.97,62
8780-IHCRN,0,2023-09-30,24.65,3396.46,63
4598-ZADCK,0,2023-09-30,53.6,2879.2,53
1257-SXUXQ,0,2023-09-30,19.45,126.25,5
7182-OVLBJ,0,2023-09-30,101.15,8444.03,62
5095-ETBRJ,0,2023-09-30,56.8,3241.8500000000004,55
4821-WQOYN,0,2023-09-30,20.1,2913.8500000000004,72
4730-AWNAU,0,2023-09-30,60.7,2234.55,36
3452-FLHYD,0,2023-09-30,20.95,1122.15,25
9531-NSBMR,0,2023-09-30,19.25,2474.4,36
6260-ONULR,0,2023-09-30,62.8,104.99,1
4389-UEFCZ,0,2023-09-30,105.5,9125.12,72
8711-LOBKY,0,2023-09-30,19.85,3618.46,59
8985-OOPOS,0,2023-09-30,74.1,110.14999999999999,1
8800-ZKRFW,0,2023-09-30,107.5,3979.3,30
2616-FLVQC,0,2023-09-30,19.55,3733.59,64
9968-FFVVH,0,2023-09-30,68.8,6528.66,63
8390-FESFV,0,2023-09-30,84.5,5568.3,62
3022-BEXHZ,0,2023-09-30,111.2,10275.12,67
6248-TKCQV,0,2023-09-30,80.6,8526.9,70
6198-ZFIOJ,0,2023-09-30,75.6,509.0,5
5989-OMNJE,0,2023-09-30,57.6,1367.75,24
1291-CUOCY,0,2023-09-30,110.6,8273.24,72
9795-SHUHB,0,2023-09-30,58.2,5412.62,66
3230-IUALN,0,2023-09-30,81.0,4704.05,45
0042-RLHYP,0,2023-09-30,19.7,4045.81,69
4945-RVMTE,0,2023-09-30,59.55,2737.6099999999997,28
1866-NXPSP,0,2023-09-30,75.55,3932.15,36
3941-XTSKM,0,2023-09-30,45.1,2049.05,42
1661-CZBAU,0,2023-09-30,70.95,5777.68,48
5158-RIVOP,0,2023-09-30,20.9,230.02,11
9788-YTFGE,0,2023-09-30,19.95,244.51999999999998,7
9277-JOOMO,0,2023-09-30,24.6,165.33999999999997,3
1907-YLNYW,0,2023-09-30,66.7,908.04,8
8947-YRTDV,0,2023-09-30,94.8,4559.39,32
3161-ONRWK,0,2023-09-30,65.85,6542.5,60
0114-RSRRW,0,2023-09-30,19.95,683.75,10
4565-NLZBV,0,2023-09-30,24.65,4789.42,71
6682-VCIXC,0,2023-09-30,51.25,2151.6,43
6475-VHUIZ,0,2023-09-30,54.25,2116.94,23
3910-MRQOY,0,2023-09-30,19.4,2423.09,72
0661-WCQNQ,0,2023-09-30,56.25,1561.16,22
7537-RBWEA,0,2023-09-30,25.15,25.15,1
4656-CAURT,0,2023-09-30,23.95,3247.66,69
0121-SNYRK,0,2023-09-30,35.4,1748.9,50
3733-LSYCE,0,2023-09-30,75.35,1565.9,15
6265-FRMTQ,0,2023-09-30,20.4,1402.08,31
1371-DWPAZ,0,2023-09-30,56.05,560.5,0
2017-CCBLH,0,2023-09-30,20.0,329.28,8
7690-KPNCU,0,2023-09-30,73.05,6393.61,64
0536-BGFMZ,0,2023-09-30,20.5,1748.29,28
2293-IJWPS,0,2023-09-30,100.75,6197.04,57
5469-NUJUR,0,2023-09-30,19.95,736.4000000000001,19
2625-TRCZQ,0,2023-09-30,49.65,2553.35,51
4102-HLENU,0,2023-09-30,65.65,5852.46,67
7266-GSSJX,0,2023-09-30,20.45,434.17,11
7722-VJRQD,0,2023-09-30,60.95,4549.05,72
7073-QETQY,0,2023-09-30,20.35,4331.48,66
5624-RYAMH,0,2023-09-30,19.5,601.31,9
0196-JTUQI,0,2023-09-30,75.2,717.28,9
7130-YXBRO,0,2023-09-30,111.45,6388.38,48
9272-LSVYH,0,2023-09-30,70.15,778.4,10
3084-DOWLE,0,2023-09-30,92.0,9701.279999999999,72
1084-MNSMJ,0,2023-09-30,85.5,6152.38,51
6250-CGGUN,0,2023-09-30,84.4,6139.6900000000005,54
5478-JJVZK,0,2023-09-30,60.9,2551.62,33
7596-IIWYC,0,2023-09-30,20.25,1503.9900000000002,27
9793-WECQC,0,2023-09-30,95.3,3301.73,23
4291-HPAXL,0,2023-09-30,19.85,48.95,1
8999-YPYBV,0,2023-09-30,84.35,5244.05,45
1839-FBNFR,0,2023-09-30,19.85,2125.0299999999997,39
3071-MVJCD,0,2023-09-30,82.3,9302.83,72
1697-BCSHV,0,2023-09-30,66.8,6528.200000000001,58
0562-KBDVM,0,2023-09-30,44.6,3058.15,70
1131-SUEKT,0,2023-09-30,98.45,8680.97,61
3717-OEAUQ,0,2023-09-30,70.7,144.64,2
4538-WNTMJ,0,2023-09-30,24.95,1377.5,46
9432-RUVSL,0,2023-09-30,102.5,5818.17,48
8060-HIWJJ,0,2023-09-30,86.55,6553.51,64
7684-XSZIY,0,2023-09-30,24.3,3113.4900000000002,72
9089-UOWJG,0,2023-09-30,58.35,836.1899999999999,12
8039-ACLPL,0,2023-09-30,68.75,5775.24,72
9885-AIBVB,0,2023-09-30,85.8,3735.75,29
1934-MKPXS,0,2023-09-30,20.1,2249.7599999999998,33
2592-YKDIF,0,2023-09-30,20.35,64.44,1
2272-JKMSI,0,2023-09-30,110.8,7662.45,62
8714-CTZJW,0,2023-09-30,82.85,398.96000000000004,4
3569-EDBPQ,0,2023-09-30,84.35,2557.49,24
3131-NWVFJ,0,2023-09-30,19.55,560.9200000000001,14
7521-YXVZY,0,2023-09-30,19.95,73.75,3
2373-NTKOD,0,2023-09-30,66.25,752.21,8
1970-KKFWL,0,2023-09-30,23.3,1025.3,35
9337-SRRNI,0,2023-09-30,25.3,3245.2599999999998,66
0895-UADGO,0,2023-09-30,44.55,343.45,8
5678-VFNEQ,0,2023-09-30,104.1,7723.94,71
5977-CKHON,0,2023-09-30,92.55,5221.07,43
1830-GGFNM,0,2023-09-30,94.55,7348.2,65
5302-BDJNT,0,2023-09-30,95.5,5014.9,35
5223-UZAVK,0,2023-09-30,100.3,7240.6,64
4859-ZSRDZ,0,2023-09-30,55.5,3166.9,58
9350-VLHMB,0,2023-09-30,89.55,6785.150000000001,67
3498-LZGQZ,0,2023-09-30,19.15,3073.3500000000004,63
8785-CJSHH,0,2023-09-30,99.8,8054.549999999999,60
3870-SPZSI,0,2023-09-30,113.05,10196.55,70
7560-QRBXH,0,2023-09-30,19.95,1377.8200000000002,48
7077-XJMET,0,2023-09-30,74.15,1334.08,12
4652-ODEVH,0,2023-09-30,24.45,3217.2000000000003,45
6510-UPNKS,0,2023-09-30,24.8,1622.06,23
6718-BDGHG,0,2023-09-30,64.85,3466.3399999999997,43
9046-DQMTP,0,2023-09-30,20.75,1367.1,35
6439-LAJXL,0,2023-09-30,68.95,905.61,9
1666-JZPZT,0,2023-09-30,49.0,1363.98,27
5777-KJIRB,0,2023-09-30,50.25,2954.75,40
7677-SJJJK,0,2023-09-30,19.9,541.0699999999999,8
3253-HKOKL,0,2023-09-30,100.3,5659.93,52
7055-HNEOJ,0,2023-09-30,55.8,167.12,3
5514-YQENT,0,2023-09-30,111.15,5760.929999999999,41
3211-AAPKX,0,2023-09-30,98.55,2496.35,20
8445-DNBAE,0,2023-09-30,50.05,93.1,1
2958-NHPPS,0,2023-09-30,20.85,1286.26,23
1735-XMJVH,0,2023-09-30,19.35,431.55999999999995,8
6890-PFRQX,0,2023-09-30,69.5,1419.18,18
5899-OUVKV,0,2023-09-30,94.5,4402.719999999999,31
8681-ICONS,0,2023-09-30,20.65,1369.41,29
1621-YNCJH,0,2023-09-30,106.05,4577.04,36
6362-QHAFM,0,2023-09-30,108.3,6369.049999999999,42
3070-BDOQC,0,2023-09-30,99.65,6949.65,60
6234-PFPXL,0,2023-09-30,95.9,3018.5899999999997,22
9824-QCJPK,0,2023-09-30,20.0,1450.47,36
4283-IVYCI,0,2023-09-30,64.95,795.5699999999999,9
1866-OBPNR,0,2023-09-30,74.6,117.59,1
8205-MQUGY,0,2023-09-30,49.2,766.11,12
8970-ANWXO,0,2023-09-30,73.75,2562.29,23
9480-BQJEI,0,2023-09-30,92.3,7241.15,62
6979-TNDEU,0,2023-09-30,19.2,271.40999999999997,8
9777-WJJPR,0,2023-09-30,88.65,3606.0699999999997,31
9495-SKLKD,0,2023-09-30,95.95,5460.599999999999,45
5067-DGXLL,0,2023-09-30,20.25,68.46,2
6281-FKEWS,0,2023-09-30,49.05,2265.0,44
8898-KASCD,0,2023-09-30,35.55,1309.15,39
9242-TKFSV,0,2023-09-30,65.1,4754.3,72
0743-HNPFG,0,2023-09-30,69.75,4477.95,51
5035-PGZXH,0,2023-09-30,106.8,7760.48,56
8695-WDYEA,0,2023-09-30,51.25,90.55,1
6543-JXSOO,0,2023-09-30,57.75,1579.09,23
8605-ITULD,0,2023-09-30,19.55,24.65,1
6416-YJTTB,0,2023-09-30,79.5,888.93,11
4472-VESGY,0,2023-09-30,98.15,6610.08,52
3195-TQDZX,0,2023-09-30,20.25,66.16,3
3128-YOVTD,0,2023-09-30,79.15,4147.58,51
7041-TXQJH,0,2023-09-30,40.2,1478.85,37
5014-GSOUQ,0,2023-09-30,19.95,487.14,13
5724-BIDBU,0,2023-09-30,55.35,4701.26,49
1769-GRUIK,0,2023-09-30,71.1,1447.43,18
8819-WFGGJ,0,2023-09-30,54.1,3794.5,68
7427-AUFPY,0,2023-09-30,19.65,2397.58,54
7898-PDWQE,0,2023-09-30,80.4,7007.99,71
9972-EWRJS,0,2023-09-30,19.25,4639.15,67
9314-IJWSQ,0,2023-09-30,84.8,1576.02,14
5799-JRCZO,0,2023-09-30,19.5,2747.26,63
1921-KYSAY,0,2023-09-30,68.6,4391.18,41
6198-RTPMF,0,2023-09-30,92.6,1736.44,17
2924-KHUVI,0,2023-09-30,100.55,8141.35,56
1925-GMVBW,0,2023-09-30,20.55,218.75,5
6184-DYUOB,0,2023-09-30,19.6,180.95,3
9207-ZPANB,0,2023-09-30,67.45,2925.78,37
9327-QSDED,0,2023-09-30,43.55,401.55999999999995,8
1656-DRSMG,0,2023-09-30,109.85,8200.58,63
3012-VFFMN,0,2023-09-30,20.65,194.01999999999998,7
2984-AFWNC,0,2023-09-30,95.4,344.17999999999995,3
0640-YJTPY,0,2023-09-30,21.0,1904.15,72
8096-LOIST,0,2023-09-30,56.2,1857.58,19
9764-REAFF,0,2023-09-30,18.4,2650.2599999999998,59
7107-UBYKY,0,2023-09-30,25.75,1749.15,35
4881-GQJTW,0,2023-09-30,19.6,419.96,14
7876-DNYAP,0,2023-09-30,19.8,2015.8600000000001,69
2882-WDTBA,0,2023-09-30,75.75,8446.92,69
2091-GPPIQ,0,2023-09-30,78.95,7605.03,72
5071-FBJFS,0,2023-09-30,50.3,395.65999999999997,4
2796-UUZZO,0,2023-09-30,80.3,6125.79,63
2429-AYKKO,0,2023-09-30,19.85,1681.06,72
9798-OPFEM,0,2023-09-30,21.1,2444.98,46
3794-NFNCH,0,2023-09-30,50.0,2169.7,30
5193-QLVZB,0,2023-09-30,104.75,9607.75,63
7114-AEOZE,0,2023-09-30,19.85,2995.3,60
5522-NYKPB,0,2023-09-30,85.9,2493.8,25
6518-KZXCB,0,2023-09-30,25.25,671.88,22
2245-ADZFJ,0,2023-09-30,80.55,3355.72,31
7776-QGYJC,0,2023-09-30,81.5,4693.82,39
9313-QOLTZ,0,2023-09-30,20.9,1343.28,26
4672-FOTSD,0,2023-09-30,67.25,1381.8999999999999,12
9818-XQCUV,0,2023-09-30,20.35,97.14,2
7338-ERIVA,0,2023-09-30,45.05,1790.6,39
8259-NFJTV,0,2023-09-30,34.65,246.6,7
6968-GMKPR,0,2023-09-30,81.55,5738.2,55
4751-ERMAN,0,2023-09-30,75.4,8515.77,72
1436-ZMJAN,0,2023-09-30,67.8,1023.9499999999999,10
